row_number,project,authorship,backfill_years,min_pub_years,group_by_all,region,year,y_pop,country_iso_a2,in_y_flow_INT,out_y_flow_INT,in_y_flow_IN,out_y_flow_IN,net_y_flow_INT,abs_inout_INT,sum_inout_INT,net_y_flow_IN,abs_inout_IN,sum_inout_IN,nmr_IN,nmr_INT
240,Subnational,Scopus,1,2,true,TH.64,2008.0,42,TH,3,0,3,1,3,3,3,2,2,4,47.61904761904762,71.42857142857143
241,Subnational,Scopus,1,2,true,CN.08,1998.0,1042,CN,13,12,28,37,1,1,25,-9,9,65,-8.637236084452976,0.9596928982725528
242,Subnational,Scopus,1,2,true,TN.16,2009.0,376,TN,7,6,2,1,1,1,13,1,1,3,2.6595744680851063,2.6595744680851063
243,Subnational,Scopus,1,2,true,PL.81,2003.0,820,PL,13,7,11,9,6,6,20,2,2,20,2.4390243902439024,7.317073170731708
244,Subnational,Scopus,1,2,true,TN.38,2003.0,98,TN,2,1,1,2,1,1,3,-1,1,3,-10.204081632653061,10.204081632653061
245,Subnational,Scopus,1,2,true,ID.08,2013.0,968,ID,36,11,9,4,25,25,47,5,5,13,5.1652892561983474,25.826446280991735
246,Subnational,Scopus,1,2,true,RU.72,2010.0,73,RU,1,0,1,1,1,1,1,0,0,2,0.0,13.698630136986301
247,Subnational,Scopus,1,2,true,FI.11,2005.0,1463,FI,12,23,26,55,-11,11,35,-29,29,81,-19.822282980177718,-7.518796992481203
248,Subnational,Scopus,1,2,true,AT.06,2013.0,2785,AT,89,108,27,50,-19,19,197,-23,23,77,-8.258527827648114,-6.822262118491921
249,Subnational,Scopus,1,2,true,RO.18,2017.0,312,RO,3,1,4,1,2,2,4,3,3,5,9.615384615384615,6.410256410256411
250,Subnational,Scopus,1,2,true,IR.15,2009.0,695,IR,7,7,32,18,0,0,14,14,14,50,20.14388489208633,0.0
251,Subnational,Scopus,1,2,true,BD.84,2012.0,309,BD,14,21,7,6,-7,7,35,1,1,13,3.236245954692557,-22.653721682847895
252,Subnational,Scopus,1,2,true,UG.C,2004.0,409,UG,13,19,1,1,-6,6,32,0,0,2,0.0,-14.669926650366747
253,Subnational,Scopus,1,2,true,SA.11,2014.0,261,SA,29,13,6,9,16,16,42,-3,3,15,-11.494252873563218,61.30268199233716
254,Subnational,Scopus,1,2,true,RO.03,2016.0,83,RO,0,2,1,3,-2,2,2,-2,2,4,-24.096385542168676,-24.096385542168676
255,Subnational,Scopus,1,2,true,TZ.10,2013.0,336,TZ,9,9,4,5,0,0,18,-1,1,9,-2.9761904761904763,0.0
256,Subnational,Scopus,1,2,true,FI.01,2014.0,10658,FI,254,211,153,143,43,43,465,10,10,296,0.9382623381497467,4.034528054043911
257,Subnational,Scopus,1,2,true,KZ.05,2014.0,630,KZ,35,12,13,10,23,23,47,3,3,23,4.761904761904762,36.507936507936506
258,Subnational,Scopus,1,2,true,SA.14,2003.0,273,SA,17,8,3,2,9,9,25,1,1,5,3.663003663003663,32.967032967032964
259,Subnational,Scopus,1,2,true,SI.50,2010.0,135,SI,3,0,5,3,3,3,3,2,2,8,14.814814814814815,22.22222222222222
260,Subnational,Scopus,1,2,true,EG.16,2005.0,4,EG,0,1,1,1,-1,1,1,0,0,2,0.0,-250.0
261,Subnational,Scopus,1,2,true,IN.02,1997.0,578,IN,1,11,4,19,-10,10,12,-15,15,23,-25.951557093425606,-17.301038062283737
262,Subnational,Scopus,1,2,true,AM.01,2010.0,61,AM,1,1,2,3,0,0,2,-1,1,5,-16.39344262295082,0.0
263,Subnational,Scopus,1,2,true,KR.22,2013.0,46,KR,0,0,6,4,0,0,0,2,2,10,43.47826086956522,0.0
264,Subnational,Scopus,1,2,true,TR.04,2016.0,40,TR,0,0,3,1,0,0,0,2,2,4,50.0,0.0
265,Subnational,Scopus,1,2,true,TR.05,2017.0,113,TR,0,0,12,7,0,0,0,5,5,19,44.24778761061947,0.0
266,Subnational,Scopus,1,2,true,TR.84,2014.0,267,TR,0,0,14,14,0,0,0,0,0,28,0.0,0.0
267,Subnational,Scopus,1,2,true,TR.05,2018.0,116,TR,0,0,13,7,0,0,0,6,6,20,51.724137931034484,0.0
268,Subnational,Scopus,1,2,true,PT.16,2012.0,13,PT,0,0,1,1,0,0,0,0,0,2,0.0,0.0
269,Subnational,Scopus,1,2,true,EG.19,2018.0,170,EG,4,2,10,0,2,2,6,10,10,10,58.8235294117647,11.764705882352942
270,Subnational,Scopus,1,2,true,TH.47,2016.0,34,TH,6,0,15,0,6,6,6,15,15,15,441.1764705882353,176.47058823529412
271,Subnational,Scopus,1,2,true,EE.18,1998.0,638,EE,9,14,5,0,-5,5,23,5,5,5,7.836990595611285,-7.836990595611285
272,Subnational,Scopus,1,2,true,ID.31,2009.0,15,ID,1,0,1,0,1,1,1,1,1,1,66.66666666666667,66.66666666666667
273,Subnational,Scopus,1,2,true,TR.11,2007.0,6,TR,0,0,1,0,0,0,0,1,1,1,166.66666666666666,0.0
274,Subnational,Scopus,1,2,true,TH.56,2015.0,4,TH,0,0,1,0,0,0,0,1,1,1,250.0,0.0
275,Subnational,Scopus,1,2,true,SE.12,2010.0,2,SE,0,0,1,0,0,0,0,1,1,1,500.0,0.0
276,Subnational,Scopus,1,2,true,SE.18,2012.0,2,SE,0,0,1,0,0,0,0,1,1,1,500.0,0.0
277,Subnational,Scopus,1,2,true,ID.42,2017.0,3,ID,0,0,1,0,0,0,0,1,1,1,333.3333333333333,0.0
278,Subnational,Scopus,1,2,true,IN.21,2009.0,1056,IN,16,16,50,29,0,0,32,21,21,79,19.886363636363637,0.0
279,Subnational,Scopus,1,2,true,CN.15,2009.0,4264,CN,15,20,81,160,-5,5,35,-79,79,241,-18.52720450281426,-1.172607879924953
280,Subnational,Scopus,1,2,true,TR.22,2015.0,469,TR,1,1,33,18,0,0,2,15,15,51,31.982942430703623,0.0
281,Subnational,Scopus,1,2,true,SE.16,1998.0,1204,SE,21,21,29,22,0,0,42,7,7,51,5.813953488372093,0.0
282,Subnational,Scopus,1,2,true,IT.17,2016.0,2195,IT,81,89,63,35,-8,8,170,28,28,98,12.75626423690205,-3.644646924829157
283,Subnational,Scopus,1,2,true,IN.13,2007.0,1361,IN,22,22,27,26,0,0,44,1,1,53,0.7347538574577517,0.0
284,Subnational,Scopus,1,2,true,US.NY,2016.0,61859,US,1421,1203,3018,2855,218,218,2624,163,163,5873,2.6350248144974864,3.524143616935288
285,Subnational,Scopus,1,2,true,PK.04,2012.0,3096,PK,121,129,41,62,-8,8,250,-21,21,103,-6.782945736434108,-2.5839793281653747
286,Subnational,Scopus,1,2,true,CN.29,2003.0,765,CN,5,13,32,24,-8,8,18,8,8,56,10.457516339869281,-10.457516339869281
287,Subnational,Scopus,1,2,true,BR.08,2016.0,1845,BR,11,12,116,97,-1,1,23,19,19,213,10.29810298102981,-0.5420054200542005
288,Subnational,Scopus,1,2,true,SE.26,2001.0,8052,SE,306,304,155,123,2,2,610,32,32,278,3.974167908594138,0.24838549428713363
289,Subnational,Scopus,1,2,true,PL.75,2003.0,1310,PL,5,14,18,19,-9,9,19,-1,1,37,-0.7633587786259542,-6.870229007633588
290,Subnational,Scopus,1,2,true,BR.23,2001.0,2656,BR,56,35,54,42,21,21,91,12,12,96,4.518072289156627,7.906626506024097
291,Subnational,Scopus,1,2,true,IR.35,2018.0,2446,IR,8,43,122,92,-35,35,51,30,30,214,12.264922322158627,-14.309076042518397
292,Subnational,Scopus,1,2,true,JP.21,2007.0,1720,JP,14,23,60,62,-9,9,37,-2,2,122,-1.1627906976744187,-5.232558139534884
293,Subnational,Scopus,1,2,true,BR.08,2017.0,1945,BR,16,14,113,86,2,2,30,27,27,199,13.881748071979434,1.0282776349614395
294,Subnational,Scopus,1,2,true,KR.11,2018.0,52366,KR,542,634,778,1198,-92,92,1176,-420,420,1976,-8.020471298170568,-1.7568651415040293
295,Subnational,Scopus,1,2,true,US.WI,2009.0,9635,US,168,141,412,509,27,27,309,-97,97,921,-10.067462376751427,2.802283341982356
296,Subnational,Scopus,1,2,true,IR.08,2015.0,864,IR,6,15,38,40,-9,9,21,-2,2,78,-2.314814814814815,-10.416666666666666
297,Subnational,Scopus,1,2,true,BR.07,2014.0,4854,BR,47,45,268,193,2,2,92,75,75,461,15.451174289245984,0.4120313143798929
298,Subnational,Scopus,1,2,true,SE.16,1999.0,1239,SE,32,24,24,31,8,8,56,-7,7,55,-5.649717514124294,6.45682001614205
299,Subnational,Scopus,1,2,true,RU.67,2001.0,424,RU,1,5,9,6,-4,4,6,3,3,15,7.0754716981132075,-9.433962264150944
300,Subnational,Scopus,1,2,true,KR.01,2009.0,444,KR,5,8,16,10,-3,3,13,6,6,26,13.513513513513514,-6.756756756756757
301,Subnational,Scopus,1,2,true,IN.10,2004.0,459,IN,3,10,19,17,-7,7,13,2,2,36,4.357298474945534,-15.250544662309368
302,Subnational,Scopus,1,2,true,CN.12,2002.0,6301,CN,68,79,115,152,-11,11,147,-37,37,267,-5.872083796222822,-1.7457546421202983
303,Subnational,Scopus,1,2,true,IT.08,2015.0,1005,IT,28,28,51,47,0,0,56,4,4,98,3.9800995024875623,0.0
304,Subnational,Scopus,1,2,true,TR.03,2005.0,250,TR,4,0,23,7,4,4,4,16,16,30,64.0,16.0
305,Subnational,Scopus,1,2,true,EG.24,2018.0,388,EG,5,8,6,1,-3,3,13,5,5,7,12.88659793814433,-7.731958762886598
306,Subnational,Scopus,1,2,true,SE.28,1997.0,3185,SE,84,52,86,28,32,32,136,58,58,114,18.210361067503925,10.047095761381476
307,Subnational,Scopus,1,2,true,IR.13,2007.0,263,IR,2,2,9,8,0,0,4,1,1,17,3.802281368821293,0.0
308,Subnational,Scopus,1,2,true,NG.16,2016.0,810,NG,14,9,18,15,5,5,23,3,3,33,3.7037037037037037,6.172839506172839
309,Subnational,Scopus,1,2,true,ZA.10,2016.0,1099,ZA,25,16,40,34,9,9,41,6,6,74,5.45950864422202,8.18926296633303
310,Subnational,Scopus,1,2,true,JP.10,1999.0,1475,JP,13,13,35,39,0,0,26,-4,4,74,-2.711864406779661,0.0
311,Subnational,Scopus,1,2,true,AU.01,2007.0,8759,AU,322,319,342,389,3,3,641,-47,47,731,-5.365909350382464,0.34250485215207216
312,Subnational,Scopus,1,2,true,MX.08,2016.0,218,MX,2,2,12,5,0,0,4,7,7,17,32.11009174311926,0.0
313,Subnational,Scopus,1,2,true,TR.65,2002.0,373,TR,1,0,8,20,1,1,1,-12,12,28,-32.171581769437,2.680965147453083
314,Subnational,Scopus,1,2,true,FR.24,1998.0,1113,FR,16,23,42,43,-7,7,39,-1,1,85,-0.8984725965858041,-6.289308176100629
315,Subnational,Scopus,1,2,true,RS.VO,2020.0,745,RS,6,9,3,2,-3,3,15,1,1,5,1.342281879194631,-4.026845637583893
316,Subnational,Scopus,1,2,true,TR.44,2012.0,640,TR,1,1,40,32,0,0,2,8,8,72,12.5,0.0
317,Subnational,Scopus,1,2,true,MX.02,2001.0,338,MX,12,7,10,11,5,5,19,-1,1,21,-2.9585798816568047,14.792899408284024
318,Subnational,Scopus,1,2,true,ES.27,2020.0,264,ES,2,2,7,6,0,0,4,1,1,13,3.787878787878788,0.0
319,Subnational,Scopus,1,2,true,BR.14,2003.0,88,BR,2,0,12,5,2,2,2,7,7,17,79.54545454545455,22.727272727272727
320,Subnational,Scopus,1,2,true,RU.38,2018.0,680,RU,1,5,22,22,-4,4,6,0,0,44,0.0,-5.882352941176471
321,Subnational,Scopus,1,2,true,SE.23,2019.0,1951,SE,51,37,34,32,14,14,88,2,2,66,1.0251153254741159,7.1758072783188105
322,Subnational,Scopus,1,2,true,AE.06,2007.0,200,AE,24,5,2,1,19,19,29,1,1,3,5.0,95.0
323,Subnational,Scopus,1,2,true,TR.20,2004.0,329,TR,6,0,13,7,6,6,6,6,6,20,18.237082066869302,18.237082066869302
324,Subnational,Scopus,1,2,true,BY.01,2012.0,11,BY,1,0,1,1,1,1,1,0,0,2,0.0,90.9090909090909
325,Subnational,Scopus,1,2,true,CM.09,2010.0,127,CM,4,2,10,1,2,2,6,9,9,11,70.86614173228347,15.748031496062993
326,Subnational,Scopus,1,2,true,IE.M,2006.0,1877,IE,71,61,36,27,10,10,132,9,9,63,4.794885455514119,5.3276505061267985
327,Subnational,Scopus,1,2,true,AT.07,2012.0,1213,AT,54,63,21,28,-9,9,117,-7,7,49,-5.7708161582852435,-7.41962077493817
328,Subnational,Scopus,1,2,true,RO.17,2006.0,284,RO,7,1,5,2,6,6,8,3,3,7,10.56338028169014,21.12676056338028
329,Subnational,Scopus,1,2,true,MX.16,2013.0,521,MX,6,3,33,11,3,3,9,22,22,44,42.226487523992326,5.758157389635317
330,Subnational,Scopus,1,2,true,AR.01,2020.0,1001,AR,19,24,56,56,-5,5,43,0,0,112,0.0,-4.995004995004995
331,Subnational,Scopus,1,2,true,SE.24,2005.0,123,SE,6,1,8,4,5,5,7,4,4,12,32.520325203252035,40.65040650406504
332,Subnational,Scopus,1,2,true,TR.08,2016.0,81,TR,1,0,5,1,1,1,1,4,4,6,49.382716049382715,12.345679012345679
333,Subnational,Scopus,1,2,true,JP.06,2007.0,206,JP,2,1,10,18,1,1,3,-8,8,28,-38.83495145631068,4.854368932038835
334,Subnational,Scopus,1,2,true,CH.BL,1998.0,27,CH,0,2,2,1,-2,2,2,1,1,3,37.03703703703704,-74.07407407407408
335,Subnational,Scopus,1,2,true,IQ.07,2002.0,87,IQ,4,2,3,1,2,2,6,2,2,4,22.988505747126435,22.988505747126435
336,Subnational,Scopus,1,2,true,EG.14,2017.0,1431,EG,20,21,6,12,-1,1,41,-6,6,18,-4.1928721174004195,-0.6988120195667366
337,Subnational,Scopus,1,2,true,ZA.05,2007.0,672,ZA,21,9,14,19,12,12,30,-5,5,33,-7.440476190476191,17.857142857142858
338,Subnational,Scopus,1,2,true,SE.03,2011.0,115,SE,3,3,5,3,0,0,6,2,2,8,17.391304347826086,0.0
339,Subnational,Scopus,1,2,true,NG.49,2019.0,135,NG,2,3,3,3,-1,1,5,0,0,6,0.0,-7.407407407407407
340,Subnational,Scopus,1,2,true,PT.02,2006.0,818,PT,20,15,9,15,5,5,35,-6,6,24,-7.334963325183374,6.112469437652812
341,Subnational,Scopus,1,2,true,HR.15,2009.0,585,HR,13,3,8,5,10,10,16,3,3,13,5.128205128205129,17.094017094017094
342,Subnational,Scopus,1,2,true,MX.30,2004.0,283,MX,3,4,14,14,-1,1,7,0,0,28,0.0,-3.5335689045936394
343,Subnational,Scopus,1,2,true,CL.14,2016.0,96,CL,6,2,5,1,4,4,8,4,4,6,41.666666666666664,41.666666666666664
344,Subnational,Scopus,1,2,true,RU.22,2013.0,98,RU,1,0,2,2,1,1,1,0,0,4,0.0,10.204081632653061
345,Subnational,Scopus,1,2,true,HK.NST,2009.0,23,HK,0,0,2,2,0,0,0,0,0,4,0.0,0.0
346,Subnational,Scopus,1,2,true,PL.79,2016.0,254,PL,0,0,7,5,0,0,0,2,2,12,7.874015748031496,0.0
347,Subnational,Scopus,1,2,true,RU.07,2008.0,45,RU,0,0,1,2,0,0,0,-1,1,3,-22.22222222222222,0.0
348,Subnational,Scopus,1,2,true,TR.75,2012.0,138,TR,0,0,17,7,0,0,0,10,10,24,72.46376811594203,0.0
349,Subnational,Scopus,1,2,true,RU.33,2019.0,190,RU,0,0,5,3,0,0,0,2,2,8,10.526315789473685,0.0
350,Subnational,Scopus,1,2,true,PT.03,2015.0,39,PT,0,0,2,2,0,0,0,0,0,4,0.0,0.0
351,Subnational,Scopus,1,2,true,SI.11,2010.0,6,SI,0,0,1,1,0,0,0,0,0,2,0.0,0.0
352,Subnational,Scopus,1,2,true,BR.25,2011.0,11,BR,0,0,2,1,0,0,0,1,1,3,90.9090909090909,0.0
353,Subnational,Scopus,1,2,true,HR.12,1998.0,10,HR,1,1,1,0,0,0,2,1,1,1,100.0,0.0
354,Subnational,Scopus,1,2,true,BR.31,2005.0,24,BR,1,0,4,0,1,1,1,4,4,4,166.66666666666666,41.666666666666664
355,Subnational,Scopus,1,2,true,NL.01,2011.0,132,NL,7,2,2,0,5,5,9,2,2,2,15.151515151515152,37.878787878787875
356,Subnational,Scopus,1,2,true,TR.41,1997.0,126,TR,2,3,9,0,-1,1,5,9,9,9,71.42857142857143,-7.936507936507937
357,Subnational,Scopus,1,2,true,CI.90,2015.0,26,CI,4,0,2,0,4,4,4,2,2,2,76.92307692307692,153.84615384615384
358,Subnational,Scopus,1,2,true,FI.14,2008.0,10,FI,0,1,3,0,-1,1,1,3,3,3,300.0,-100.0
359,Subnational,Scopus,1,2,true,UA.24,2004.0,33,UA,1,2,1,0,-1,1,3,1,1,1,30.303030303030305,-30.303030303030305
360,Subnational,Scopus,1,2,true,MX.29,2001.0,14,MX,1,0,1,0,1,1,1,1,1,1,71.42857142857143,71.42857142857143
361,Subnational,Scopus,1,2,true,HR.03,2020.0,16,HR,0,1,1,0,-1,1,1,1,1,1,62.5,-62.5
362,Subnational,Scopus,1,2,true,ID.24,2008.0,33,ID,2,0,1,0,2,2,2,1,1,1,30.303030303030305,60.60606060606061
363,Subnational,Scopus,1,2,true,PG.09,1998.0,47,PG,1,1,1,0,0,0,2,1,1,1,21.27659574468085,0.0
364,Subnational,Scopus,1,2,true,TR.37,2007.0,15,TR,0,0,3,0,0,0,0,3,3,3,200.0,0.0
365,Subnational,Scopus,1,2,true,MG.51,2012.0,9,MG,0,0,1,0,0,0,0,1,1,1,111.11111111111111,0.0
366,Subnational,Scopus,1,2,true,LY.82,2013.0,1,LY,0,0,1,0,0,0,0,1,1,1,1000.0,0.0
367,Subnational,Scopus,1,2,true,MY.06,2006.0,14,MY,0,0,1,0,0,0,0,1,1,1,71.42857142857143,0.0
368,Subnational,Scopus,1,2,true,CO.20,2008.0,21,CO,0,0,1,0,0,0,0,1,1,1,47.61904761904762,0.0
369,Subnational,Scopus,1,2,true,UA.27,2018.0,38,UA,0,0,1,0,0,0,0,1,1,1,26.31578947368421,0.0
370,Subnational,Scopus,1,2,true,CO.01,2014.0,15,CO,0,0,1,0,0,0,0,1,1,1,66.66666666666667,0.0
371,Subnational,Scopus,1,2,true,RO.05,2004.0,18,RO,0,0,1,0,0,0,0,1,1,1,55.55555555555556,0.0
372,Subnational,Scopus,1,2,true,KR.22,2000.0,5,KR,0,0,1,0,0,0,0,1,1,1,200.0,0.0
373,Subnational,Scopus,1,2,true,JP.40,2015.0,46464,JP,415,573,1567,1313,-158,158,988,254,254,2880,5.466597796143251,-3.400482093663912
374,Subnational,Scopus,1,2,true,MY.12,2019.0,5547,MY,130,191,69,84,-61,61,321,-15,15,153,-2.7041644131963225,-10.99693528033171
375,Subnational,Scopus,1,2,true,BR.27,2009.0,34638,BR,243,347,567,716,-104,104,590,-149,149,1283,-4.3016340435360005,-3.002482822333853
376,Subnational,Scopus,1,2,true,CN.05,2003.0,3482,CN,29,47,62,101,-18,18,76,-39,39,163,-11.200459506031017,-5.1694428489373925
377,Subnational,Scopus,1,2,true,IN.10,2017.0,4056,IN,52,54,231,206,-2,2,106,25,25,437,6.16370808678501,-0.4930966469428008
378,Subnational,Scopus,1,2,true,CN.18,2018.0,4124,CN,8,7,204,96,1,1,15,108,108,300,26.188166828322018,0.24248302618816683
379,Subnational,Scopus,1,2,true,IN.16,2003.0,4835,IN,50,120,72,63,-70,70,170,9,9,135,1.861427094105481,-14.477766287487073
380,Subnational,Scopus,1,2,true,SK.03,2008.0,457,SK,5,6,13,4,-1,1,11,9,9,17,19.693654266958426,-2.1881838074398248
381,Subnational,Scopus,1,2,true,TR.17,2014.0,589,TR,0,2,24,16,-2,2,2,8,8,40,13.582342954159593,-3.395585738539898
382,Subnational,Scopus,1,2,true,RU.38,2015.0,533,RU,5,1,17,18,4,4,6,-1,1,35,-1.876172607879925,7.5046904315197
383,Subnational,Scopus,1,2,true,PT.10,2002.0,39,PT,4,1,2,1,3,3,5,1,1,3,25.641025641025642,76.92307692307692
384,Subnational,Scopus,1,2,true,JP.11,2006.0,3302,JP,20,21,111,129,-1,1,41,-18,18,240,-5.451241671714112,-0.30284675953967294
385,Subnational,Scopus,1,2,true,JP.21,2011.0,2039,JP,19,25,49,63,-6,6,44,-14,14,112,-6.866110838646395,-2.942618930848455
386,Subnational,Scopus,1,2,true,DE.09,2019.0,1663,DE,15,39,41,41,-24,24,54,0,0,82,0.0,-14.431749849669272
387,Subnational,Scopus,1,2,true,CN.01,2017.0,20441,CN,125,149,503,684,-24,24,274,-181,181,1187,-8.854752702901033,-1.174110855633286
388,Subnational,Scopus,1,2,true,CN.33,2016.0,23338,CN,88,65,540,396,23,23,153,144,144,936,6.170194532522067,0.9855171822778301
389,Subnational,Scopus,1,2,true,TH.29,2013.0,121,TH,7,1,21,5,6,6,8,16,16,26,132.23140495867767,49.586776859504134
390,Subnational,Scopus,1,2,true,CH.TI,2014.0,583,CH,42,29,19,15,13,13,71,4,4,34,6.861063464837049,22.29845626072041
391,Subnational,Scopus,1,2,true,DE.15,1999.0,1975,DE,38,38,87,58,0,0,76,29,29,145,14.683544303797468,0.0
392,Subnational,Scopus,1,2,true,TR.15,2009.0,80,TR,1,0,14,1,1,1,1,13,13,15,162.5,12.5
393,Subnational,Scopus,1,2,true,JP.38,2009.0,2104,JP,21,7,125,69,14,14,28,56,56,194,26.61596958174905,6.653992395437262
394,Subnational,Scopus,1,2,true,US.MI,2007.0,20721,US,395,370,969,1065,25,25,765,-96,96,2034,-4.632981033733893,1.206505477534868
395,Subnational,Scopus,1,2,true,TR.46,2018.0,359,TR,1,1,34,17,0,0,2,17,17,51,47.353760445682454,0.0
396,Subnational,Scopus,1,2,true,IR.09,2018.0,822,IR,8,13,75,44,-5,5,21,31,31,119,37.71289537712895,-6.082725060827251
397,Subnational,Scopus,1,2,true,MX.02,2017.0,1153,MX,25,14,38,44,11,11,39,-6,6,82,-5.203816131830009,9.540329575021683
398,Subnational,Scopus,1,2,true,TR.25,2020.0,463,TR,1,0,9,17,1,1,1,-8,8,26,-17.278617710583152,2.159827213822894
399,Subnational,Scopus,1,2,true,TR.73,2019.0,194,TR,2,0,6,4,2,2,2,2,2,10,10.309278350515465,10.309278350515465
400,Subnational,Scopus,1,2,true,IN.35,2003.0,563,IN,4,11,20,29,-7,7,15,-9,9,49,-15.985790408525755,-12.433392539964476
401,Subnational,Scopus,1,2,true,CN.15,1999.0,845,CN,4,13,19,44,-9,9,17,-25,25,63,-29.585798816568047,-10.650887573964496
402,Subnational,Scopus,1,2,true,ZA.05,2011.0,936,ZA,33,25,22,35,8,8,58,-13,13,57,-13.88888888888889,8.547008547008547
403,Subnational,Scopus,1,2,true,NZ.G2,2011.0,1623,NZ,71,63,48,38,8,8,134,10,10,86,6.161429451632779,4.929143561306223
404,Subnational,Scopus,1,2,true,JP.21,2009.0,1914,JP,12,21,69,52,-9,9,33,17,17,121,8.881922675026123,-4.702194357366771
405,Subnational,Scopus,1,2,true,IR.37,2020.0,193,IR,3,3,14,5,0,0,6,9,9,19,46.63212435233161,0.0
406,Subnational,Scopus,1,2,true,IR.07,2008.0,1777,IR,20,21,28,53,-1,1,41,-25,25,81,-14.068655036578503,-0.5627462014631401
407,Subnational,Scopus,1,2,true,KR.03,2014.0,4050,KR,44,44,93,97,0,0,88,-4,4,190,-0.9876543209876543,0.0
