row_number,project,authorship,backfill_years,min_pub_years,group_by_all,region,year,y_pop,country_iso_a2,in_y_flow_INT,out_y_flow_INT,in_y_flow_IN,out_y_flow_IN,net_y_flow_INT,abs_inout_INT,sum_inout_INT,net_y_flow_IN,abs_inout_IN,sum_inout_IN,nmr_IN,nmr_INT
38,Subnational,Scopus,2,2,true,MY.05,2008.0,58,MY,3,0,2,1,3,3,3,1,1,3,17.24137931034483,51.724137931034484
39,Subnational,Scopus,2,2,true,MX.08,2019.0,193,MX,1,1,1,3,0,0,2,-2,2,4,-10.362694300518134,0.0
40,Subnational,Scopus,2,2,true,CZ.85,2013.0,479,CZ,5,6,17,13,-1,1,11,4,4,30,8.350730688935283,-2.0876826722338206
41,Subnational,Scopus,2,2,true,IR.04,2009.0,570,IR,6,2,21,14,4,4,8,7,7,35,12.280701754385966,7.017543859649122
42,Subnational,Scopus,2,2,true,FR.75,2018.0,6851,FR,173,149,295,211,24,24,322,84,84,506,12.260983797985695,3.503138227995913
43,Subnational,Scopus,2,2,true,PL.76,2003.0,114,PL,0,3,5,5,-3,3,3,0,0,10,0.0,-26.31578947368421
44,Subnational,Scopus,2,2,true,ID.04,2001.0,128,ID,9,4,9,1,5,5,13,8,8,10,62.5,39.0625
45,Subnational,Scopus,2,2,true,US.IN,2009.0,6409,US,97,91,299,297,6,6,188,2,2,596,0.31206116398814165,0.9361834919644251
46,Subnational,Scopus,2,2,true,TR.79,2001.0,145,TR,3,1,15,7,2,2,4,8,8,22,55.172413793103445,13.793103448275861
47,Subnational,Scopus,2,2,true,PL.84,2006.0,244,PL,1,1,4,4,0,0,2,0,0,8,0.0,0.0
48,Subnational,Scopus,2,2,true,IT.12,2016.0,3844,IT,74,81,112,138,-7,7,155,-26,26,250,-6.76378772112383,-1.8210197710718001
49,Subnational,Scopus,2,2,true,ES.07,2002.0,772,ES,16,15,22,13,1,1,31,9,9,35,11.658031088082902,1.2953367875647668
50,Subnational,Scopus,2,2,true,UA.07,2000.0,2586,UA,35,103,108,140,-68,68,138,-32,32,248,-12.37432327919567,-26.295436968290797
51,Subnational,Scopus,2,2,true,IR.41,2011.0,280,IR,4,1,13,5,3,3,5,8,8,18,28.571428571428573,10.714285714285714
52,Subnational,Scopus,2,2,true,US.AK,2008.0,1144,US,15,15,43,53,0,0,30,-10,10,96,-8.741258741258742,0.0
53,Subnational,Scopus,2,2,true,KZ.05,2017.0,1312,KZ,60,40,40,21,20,20,100,19,19,61,14.481707317073171,15.24390243902439
54,Subnational,Scopus,2,2,true,CH.FR,2003.0,442,CH,15,20,19,6,-5,5,35,13,13,25,29.41176470588235,-11.312217194570136
55,Subnational,Scopus,2,2,true,DE.04,2003.0,4428,DE,124,141,161,142,-17,17,265,19,19,303,4.290876242095754,-3.839205058717254
56,Subnational,Scopus,2,2,true,IL.03,2010.0,260,IL,3,1,17,12,2,2,4,5,5,29,19.23076923076923,7.6923076923076925
57,Subnational,Scopus,2,2,true,PH.03,2011.0,50,PH,4,0,1,1,4,4,4,0,0,2,0.0,80.0
58,Subnational,Scopus,2,2,true,TR.39,2017.0,74,TR,1,0,6,5,1,1,1,1,1,11,13.513513513513514,13.513513513513514
59,Subnational,Scopus,2,2,true,FI.02,2016.0,3540,FI,58,65,72,60,-7,7,123,12,12,132,3.389830508474576,-1.9774011299435028
60,Subnational,Scopus,2,2,true,RU.41,2017.0,195,RU,0,1,12,7,-1,1,1,5,5,19,25.641025641025642,-5.128205128205129
61,Subnational,Scopus,2,2,true,EE.01,2020.0,446,EE,13,10,2,1,3,3,23,1,1,3,2.242152466367713,6.726457399103139
62,Subnational,Scopus,2,2,true,EG.21,2017.0,329,EG,8,2,13,3,6,6,10,10,10,16,30.3951367781155,18.237082066869302
63,Subnational,Scopus,2,2,true,AT.09,1997.0,6619,AT,106,267,56,43,-161,161,373,13,13,99,1.9640429067835021,-24.32391599939568
64,Subnational,Scopus,2,2,true,SA.06,2005.0,362,SA,16,18,4,4,-2,2,34,0,0,8,0.0,-5.524861878453039
65,Subnational,Scopus,2,2,true,BG.51,2009.0,536,BG,2,10,4,4,-8,8,12,0,0,8,0.0,-14.925373134328359
66,Subnational,Scopus,2,2,true,TH.39,2014.0,907,TH,54,42,36,38,12,12,96,-2,2,74,-2.205071664829107,13.230429988974642
67,Subnational,Scopus,2,2,true,IN.03,1997.0,439,IN,2,2,7,11,0,0,4,-4,4,18,-9.111617312072893,0.0
68,Subnational,Scopus,2,2,true,OM.06,2017.0,1033,OM,61,37,2,4,24,24,98,-2,2,6,-1.936108422071636,23.23330106485963
69,Subnational,Scopus,2,2,true,VE.19,2010.0,193,VE,3,4,3,2,-1,1,7,1,1,5,5.181347150259067,-5.181347150259067
70,Subnational,Scopus,2,2,true,RU.83,2012.0,191,RU,2,0,3,2,2,2,2,1,1,5,5.2356020942408374,10.471204188481675
71,Subnational,Scopus,2,2,true,MX.06,2006.0,201,MX,3,1,3,5,2,2,4,-2,2,8,-9.950248756218905,9.950248756218905
72,Subnational,Scopus,2,2,true,MX.22,2009.0,297,MX,3,1,15,11,2,2,4,4,4,26,13.468013468013469,6.734006734006734
73,Subnational,Scopus,2,2,true,SK.01,1998.0,53,SK,2,1,1,2,1,1,3,-1,1,3,-18.867924528301888,18.867924528301888
74,Subnational,Scopus,2,2,true,PE.16,2013.0,52,PE,1,3,1,1,-2,2,4,0,0,2,0.0,-38.46153846153846
75,Subnational,Scopus,2,2,true,TH.39,2004.0,446,TH,26,25,10,12,1,1,51,-2,2,22,-4.484304932735426,2.242152466367713
76,Subnational,Scopus,2,2,true,MY.13,2012.0,564,MY,10,3,16,9,7,7,13,7,7,25,12.411347517730496,12.411347517730496
77,Subnational,Scopus,2,2,true,IE.C,2011.0,302,IE,15,12,16,26,3,3,27,-10,10,42,-33.11258278145695,9.933774834437086
78,Subnational,Scopus,2,2,true,IN.17,1998.0,204,IN,0,2,8,23,-2,2,2,-15,15,31,-73.52941176470588,-9.803921568627452
79,Subnational,Scopus,2,2,true,TR.17,2019.0,402,TR,0,0,10,1,0,0,0,9,9,11,22.388059701492537,0.0
80,Subnational,Scopus,2,2,true,RU.41,2018.0,183,RU,0,0,3,2,0,0,0,1,1,5,5.46448087431694,0.0
81,Subnational,Scopus,2,2,true,LK.32,2012.0,31,LK,2,0,2,0,2,2,2,2,2,2,64.51612903225806,64.51612903225806
82,Subnational,Scopus,2,2,true,ID.24,2007.0,33,ID,1,0,1,0,1,1,1,1,1,1,30.303030303030305,30.303030303030305
83,Subnational,Scopus,2,2,true,CM.07,2013.0,39,CM,1,0,9,0,1,1,1,9,9,9,230.76923076923077,25.641025641025642
84,Subnational,Scopus,2,2,true,HU.08,2003.0,36,HU,1,0,3,0,1,1,1,3,3,3,83.33333333333333,27.77777777777778
85,Subnational,Scopus,2,2,true,PH.08,2009.0,21,PH,0,2,1,0,-2,2,2,1,1,1,47.61904761904762,-95.23809523809524
86,Subnational,Scopus,2,2,true,TH.73,2011.0,4,TH,0,0,2,0,0,0,0,2,2,2,500.0,0.0
87,Subnational,Scopus,2,2,true,CO.24,2004.0,34,CO,0,0,2,0,0,0,0,2,2,2,58.8235294117647,0.0
88,Subnational,Scopus,2,2,true,US.MS,1998.0,1877,US,17,13,102,81,4,4,30,21,21,183,11.188066062866277,2.131060202450719
89,Subnational,Scopus,2,2,true,CL.11,2008.0,321,CL,5,5,4,7,0,0,10,-3,3,11,-9.345794392523365,0.0
90,Subnational,Scopus,2,2,true,CN.19,2009.0,12860,CN,50,48,227,246,2,2,98,-19,19,473,-1.4774494556765163,0.15552099533437014
91,Subnational,Scopus,2,2,true,CN.03,2004.0,1328,CN,8,3,28,11,5,5,11,17,17,39,12.801204819277109,3.7650602409638556
92,Subnational,Scopus,2,2,true,PL.73,2014.0,704,PL,10,4,11,6,6,6,14,5,5,17,7.1022727272727275,8.522727272727273
93,Subnational,Scopus,2,2,true,US.NY,2015.0,72719,US,1349,1204,2887,2905,145,145,2553,-18,18,5792,-0.24752815632778227,1.9939768148626906
94,Subnational,Scopus,2,2,true,IR.33,2009.0,1365,IR,18,20,33,33,-2,2,38,0,0,66,0.0,-1.465201465201465
95,Subnational,Scopus,2,2,true,US.NC,1997.0,11149,US,229,99,520,444,130,130,328,76,76,964,6.8167548659072565,11.660238586420308
96,Subnational,Scopus,2,2,true,IN.26,2015.0,169,IN,0,1,6,2,-1,1,1,4,4,8,23.668639053254438,-5.9171597633136095
97,Subnational,Scopus,2,2,true,ES.56,2005.0,16682,ES,300,225,181,157,75,75,525,24,24,338,1.4386764176957199,4.495863805299125
98,Subnational,Scopus,2,2,true,NG.16,2015.0,889,NG,12,11,15,13,1,1,23,2,2,28,2.249718785151856,1.124859392575928
99,Subnational,Scopus,2,2,true,FR.28,2007.0,2602,FR,40,58,104,81,-18,18,98,23,23,185,8.83935434281322,-6.917755572636434
100,Subnational,Scopus,2,2,true,CN.33,2018.0,25832,CN,92,74,855,452,18,18,166,403,403,1307,15.600805202849179,0.6968101579436358
101,Subnational,Scopus,2,2,true,US.RI,1997.0,4199,US,73,45,461,357,28,28,118,104,104,818,24.76780185758514,6.6682543462729225
102,Subnational,Scopus,2,2,true,TR.34,2015.0,14430,TR,169,163,417,304,6,6,332,113,113,721,7.830907830907831,0.4158004158004158
103,Subnational,Scopus,2,2,true,RU.67,2016.0,973,RU,2,1,9,9,1,1,3,0,0,18,0.0,1.027749229188078
104,Subnational,Scopus,2,2,true,IN.25,2004.0,5144,IN,43,81,49,61,-38,38,124,-12,12,110,-2.332814930015552,-7.387247278382581
105,Subnational,Scopus,2,2,true,JP.40,2004.0,46852,JP,304,467,1278,1127,-163,163,771,151,151,2405,3.222914710151114,-3.479040382481004
106,Subnational,Scopus,2,2,true,TR.38,2000.0,448,TR,3,0,15,12,3,3,3,3,3,27,6.696428571428571,6.696428571428571
107,Subnational,Scopus,2,2,true,US.PA,2017.0,39840,US,599,532,1889,1994,67,67,1131,-105,105,3883,-2.6355421686746987,1.6817269076305221
108,Subnational,Scopus,2,2,true,TR.25,2020.0,463,TR,1,0,9,17,1,1,1,-8,8,26,-17.278617710583152,2.159827213822894
109,Subnational,Scopus,2,2,true,SA.10,2003.0,1169,SA,42,39,10,8,3,3,81,2,2,18,1.7108639863130881,2.5662959794696323
110,Subnational,Scopus,2,2,true,IT.15,2010.0,7150,IT,34,58,68,92,-24,24,92,-24,24,160,-3.3566433566433567,-3.3566433566433567
111,Subnational,Scopus,2,2,true,CH.ZH,2010.0,13162,CH,590,542,145,179,48,48,1132,-34,34,324,-2.583194043458441,3.646862179000152
112,Subnational,Scopus,2,2,true,DE.10,2015.0,4459,DE,107,145,155,185,-38,38,252,-30,30,340,-6.727965911639381,-8.522090154743216
113,Subnational,Scopus,2,2,true,IT.20,2007.0,7300,IT,71,99,121,114,-28,28,170,7,7,235,0.958904109589041,-3.835616438356164
114,Subnational,Scopus,2,2,true,NO.01,2010.0,1460,NO,39,35,38,57,4,4,74,-19,19,95,-13.013698630136986,2.73972602739726
115,Subnational,Scopus,2,2,true,MX.30,2016.0,1326,MX,21,18,48,51,3,3,39,-3,3,99,-2.262443438914027,2.262443438914027
116,Subnational,Scopus,2,2,true,MY.09,2009.0,2827,MY,60,30,23,40,30,30,90,-17,17,63,-6.013441811107181,10.611956137247965
117,Subnational,Scopus,2,2,true,TR.22,2016.0,548,TR,2,1,25,36,1,1,3,-11,11,61,-20.072992700729927,1.8248175182481752
118,Subnational,Scopus,2,2,true,GR.ESYE41,2011.0,404,GR,2,5,13,16,-3,3,7,-3,3,29,-7.425742574257426,-7.425742574257426
119,Subnational,Scopus,2,2,true,MX.30,2018.0,1250,MX,18,9,72,59,9,9,27,13,13,131,10.4,7.2
120,Subnational,Scopus,2,2,true,CN.15,1998.0,1016,CN,3,15,22,43,-12,12,18,-21,21,65,-20.669291338582678,-11.811023622047244
121,Subnational,Scopus,2,2,true,PL.79,2015.0,291,PL,1,0,9,5,1,1,1,4,4,14,13.745704467353951,3.4364261168384878
122,Subnational,Scopus,2,2,true,MX.09,2006.0,13713,MX,199,186,119,174,13,13,385,-55,55,293,-4.010792678480274,0.9480055421862467
123,Subnational,Scopus,2,2,true,BR.17,2019.0,2166,BR,3,11,64,87,-8,8,14,-23,23,151,-10.61865189289012,-3.693444136657433
124,Subnational,Scopus,2,2,true,IR.37,2020.0,193,IR,3,3,14,5,0,0,6,9,9,19,46.63212435233161,0.0
125,Subnational,Scopus,2,2,true,GR.ESYE21,2016.0,1201,GR,13,48,28,44,-35,35,61,-16,16,72,-13.322231473771856,-29.142381348875936
126,Subnational,Scopus,2,2,true,TH.29,2013.0,150,TH,5,1,23,5,4,4,6,18,18,28,120.0,26.666666666666668
127,Subnational,Scopus,2,2,true,GR.ESYE43,2003.0,1350,GR,48,36,27,38,12,12,84,-11,11,65,-8.148148148148149,8.88888888888889
128,Subnational,Scopus,2,2,true,ZA.10,2015.0,1271,ZA,31,10,41,26,21,21,41,15,15,67,11.801730920535011,16.522423288749017
129,Subnational,Scopus,2,2,true,GR.ESYE21,2018.0,1084,GR,11,19,25,14,-8,8,30,11,11,39,10.14760147601476,-7.380073800738008
130,Subnational,Scopus,2,2,true,JO.02,2018.0,296,JO,7,3,5,5,4,4,10,0,0,10,0.0,13.513513513513514
131,Subnational,Scopus,2,2,true,BR.30,2004.0,1396,BR,17,15,36,28,2,2,32,8,8,64,5.730659025787966,1.4326647564469914
132,Subnational,Scopus,2,2,true,PT.20,2014.0,71,PT,1,0,2,4,1,1,1,-2,2,6,-28.169014084507044,14.084507042253522
133,Subnational,Scopus,2,2,true,IL.06,2017.0,4607,IL,119,114,107,134,5,5,233,-27,27,241,-5.860646841762535,1.0853049706967657
134,Subnational,Scopus,2,2,true,TR.79,2019.0,336,TR,0,1,10,6,-1,1,1,4,4,16,11.904761904761905,-2.9761904761904763
135,Subnational,Scopus,2,2,true,KR.18,2008.0,3645,KR,34,46,68,89,-12,12,80,-21,21,157,-5.761316872427984,-3.292181069958848
136,Subnational,Scopus,2,2,true,TR.64,2013.0,102,TR,2,1,8,2,1,1,3,6,6,10,58.8235294117647,9.803921568627452
137,Subnational,Scopus,2,2,true,IT.08,2018.0,1022,IT,24,30,34,30,-6,6,54,4,4,64,3.9138943248532287,-5.870841487279844
138,Subnational,Scopus,2,2,true,MX.03,2008.0,64,MX,0,1,1,1,-1,1,1,0,0,2,0.0,-15.625
139,Subnational,Scopus,2,2,true,MX.13,2009.0,258,MX,0,1,17,9,-1,1,1,8,8,26,31.007751937984494,-3.875968992248062
140,Subnational,Scopus,2,2,true,BG.51,2008.0,547,BG,11,8,3,2,3,3,19,1,1,5,1.8281535648994516,5.484460694698354
141,Subnational,Scopus,2,2,true,ES.57,1997.0,506,ES,5,10,7,4,-5,5,15,3,3,11,5.928853754940712,-9.881422924901186
142,Subnational,Scopus,2,2,true,LT.57,2019.0,1451,LT,5,7,2,10,-2,2,12,-8,8,12,-5.5134390075809785,-1.3783597518952446
143,Subnational,Scopus,2,2,true,BY.02,2002.0,78,BY,2,7,3,3,-5,5,9,0,0,6,0.0,-64.1025641025641
144,Subnational,Scopus,2,2,true,CH.TI,2015.0,784,CH,47,29,18,7,18,18,76,11,11,25,14.03061224489796,22.959183673469386
145,Subnational,Scopus,2,2,true,SA.17,2015.0,259,SA,48,8,1,1,40,40,56,0,0,2,0.0,154.44015444015443
146,Subnational,Scopus,2,2,true,DK.19,2017.0,2337,DK,64,67,52,50,-3,3,131,2,2,102,0.8557980316645272,-1.2836970474967908
147,Subnational,Scopus,2,2,true,LV.07,2016.0,110,LV,0,3,1,1,-3,3,3,0,0,2,0.0,-27.272727272727273
148,Subnational,Scopus,2,2,true,IR.01,2006.0,359,IR,5,1,7,1,4,4,6,6,6,8,16.71309192200557,11.142061281337048
149,Subnational,Scopus,2,2,true,IE.L,2001.0,4243,IE,179,175,25,21,4,4,354,4,4,46,0.9427292010370021,0.9427292010370021
150,Subnational,Scopus,2,2,true,AR.08,2005.0,52,AR,2,0,1,1,2,2,2,0,0,2,0.0,38.46153846153846
151,Subnational,Scopus,2,2,true,MA.05,2019.0,221,MA,12,6,17,3,6,6,18,14,14,20,63.34841628959276,27.149321266968325
152,Subnational,Scopus,2,2,true,VN.85,2018.0,56,VN,9,4,1,1,5,5,13,0,0,2,0.0,89.28571428571429
153,Subnational,Scopus,2,2,true,MX.29,2016.0,110,MX,1,1,4,3,0,0,2,1,1,7,9.090909090909092,0.0
154,Subnational,Scopus,2,2,true,UG.C,2020.0,605,UG,34,21,2,4,13,13,55,-2,2,6,-3.3057851239669422,21.487603305785125
155,Subnational,Scopus,2,2,true,ET.51,2013.0,56,ET,1,4,1,1,-3,3,5,0,0,2,0.0,-53.57142857142857
156,Subnational,Scopus,2,2,true,GH.01,2002.0,274,GH,18,16,1,1,2,2,34,0,0,2,0.0,7.299270072992701
157,Subnational,Scopus,2,2,true,CO.33,2006.0,62,CO,2,1,2,4,1,1,3,-2,2,6,-32.25806451612903,16.129032258064516
158,Subnational,Scopus,2,2,true,TW.02,2003.0,2159,TW,21,10,87,60,11,11,31,27,27,147,12.505789717461788,5.094951366373321
159,Subnational,Scopus,2,2,true,TN.30,2010.0,26,TN,2,0,1,2,2,2,2,-1,1,3,-38.46153846153846,76.92307692307692
160,Subnational,Scopus,2,2,true,HR.03,2019.0,68,HR,1,1,2,1,0,0,2,1,1,3,14.705882352941176,0.0
161,Subnational,Scopus,2,2,true,IE.U,2000.0,14,IE,0,1,1,2,-1,1,1,-1,1,3,-71.42857142857143,-71.42857142857143
162,Subnational,Scopus,2,2,true,SA.16,2019.0,89,SA,3,1,1,1,2,2,4,0,0,2,0.0,22.471910112359552
163,Subnational,Scopus,2,2,true,RU.46,2007.0,90,RU,0,0,1,1,0,0,0,0,0,2,0.0,0.0
164,Subnational,Scopus,2,2,true,TH.42,2014.0,24,TH,0,0,5,3,0,0,0,2,2,8,83.33333333333333,0.0
165,Subnational,Scopus,2,2,true,MX.01,2005.0,53,MX,0,0,1,1,0,0,0,0,0,2,0.0,0.0
166,Subnational,Scopus,2,2,true,RW.12,2008.0,20,RW,0,0,1,3,0,0,0,-2,2,4,-100.0,0.0
167,Subnational,Scopus,2,2,true,CM.10,1998.0,19,CM,0,1,1,0,-1,1,1,1,1,1,52.63157894736842,-52.63157894736842
168,Subnational,Scopus,2,2,true,CO.35,2009.0,152,CO,3,6,2,0,-3,3,9,2,2,2,13.157894736842104,-19.736842105263158
169,Subnational,Scopus,2,2,true,KZ.17,2019.0,13,KZ,1,0,1,0,1,1,1,1,1,1,76.92307692307692,76.92307692307692
170,Subnational,Scopus,2,2,true,SA.05,2011.0,186,SA,18,6,1,0,12,12,24,1,1,1,5.376344086021505,64.51612903225806
171,Subnational,Scopus,2,2,true,MX.28,2000.0,33,MX,1,0,2,0,1,1,1,2,2,2,60.60606060606061,30.303030303030305
172,Subnational,Scopus,2,2,true,DZ.55,2011.0,3,DZ,0,0,1,0,0,0,0,1,1,1,333.3333333333333,0.0
173,Subnational,Scopus,2,2,true,NG.49,2020.0,55,NG,0,0,1,0,0,0,0,1,1,1,18.181818181818183,0.0
174,Subnational,Scopus,2,2,true,OM.08,2020.0,34,OM,0,0,1,0,0,0,0,1,1,1,29.41176470588235,0.0
175,Subnational,Scopus,2,2,true,FI.16,2000.0,4,FI,0,0,2,0,0,0,0,2,2,2,500.0,0.0
176,Subnational,Scopus,2,2,true,VE.13,2002.0,59,VE,2,0,1,1,2,2,2,0,0,2,0.0,33.898305084745765
177,Subnational,Scopus,2,2,true,CH.BS,2012.0,3160,CH,144,113,64,61,31,31,257,3,3,125,0.9493670886075949,9.810126582278482
178,Subnational,Scopus,2,2,true,TR.79,2011.0,448,TR,4,3,16,13,1,1,7,3,3,29,6.696428571428571,2.232142857142857
179,Subnational,Scopus,2,2,true,IN.17,2016.0,689,IN,3,2,67,52,1,1,5,15,15,119,21.77068214804064,1.4513788098693758
180,Subnational,Scopus,2,2,true,EG.17,2019.0,1093,EG,8,28,4,3,-20,20,36,1,1,7,0.9149130832570905,-18.298261665141812
181,Subnational,Scopus,2,2,true,IN.17,2017.0,603,IN,1,3,48,68,-2,2,4,-20,20,116,-33.16749585406302,-3.316749585406302
182,Subnational,Scopus,2,2,true,IT.06,1999.0,2300,IT,59,65,52,50,-6,6,124,2,2,102,0.8695652173913043,-2.608695652173913
183,Subnational,Scopus,2,2,true,KR.03,2008.0,3269,KR,55,20,74,66,35,35,75,8,8,140,2.447231569287244,10.70663811563169
184,Subnational,Scopus,2,2,true,US.MO,2014.0,14288,US,223,216,661,785,7,7,439,-124,124,1446,-8.678611422172452,0.4899216125419933
185,Subnational,Scopus,2,2,true,RU.84,2006.0,280,RU,2,0,8,4,2,2,2,4,4,12,14.285714285714286,7.142857142857143
186,Subnational,Scopus,2,2,true,NO.18,2009.0,1553,NO,47,25,25,31,22,22,72,-6,6,56,-3.86349001931745,14.16613007083065
187,Subnational,Scopus,2,2,true,JP.31,2016.0,3866,JP,21,21,117,114,0,0,42,3,3,231,0.7759958613554061,0.0
188,Subnational,Scopus,2,2,true,IR.32,2015.0,543,IR,6,2,31,17,4,4,8,14,14,48,25.78268876611418,7.366482504604051
189,Subnational,Scopus,2,2,true,RU.48,1997.0,20432,RU,359,317,237,396,42,42,676,-159,159,633,-7.781910728269382,2.0555990602975722
190,Subnational,Scopus,2,2,true,MY.12,2009.0,4242,MY,94,52,25,51,42,42,146,-26,26,76,-6.129184347006129,9.900990099009901
191,Subnational,Scopus,2,2,true,US.NC,2012.0,23663,US,271,284,1062,983,-13,13,555,79,79,2045,3.3385454084435615,-0.5493808899970418
192,Subnational,Scopus,2,2,true,US.IN,2004.0,4992,US,74,70,254,238,4,4,144,16,16,492,3.2051282051282053,0.8012820512820513
193,Subnational,Scopus,2,2,true,RU.13,2003.0,435,RU,2,4,11,23,-2,2,6,-12,12,34,-27.586206896551722,-4.597701149425287
194,Subnational,Scopus,2,2,true,ID.07,2015.0,1602,ID,31,2,11,8,29,29,33,3,3,19,1.8726591760299625,18.102372034956304
195,Subnational,Scopus,2,2,true,FR.75,1998.0,3198,FR,55,53,129,73,2,2,108,56,56,202,17.51094434021263,0.6253908692933083
