row_number,project,authorship,backfill_years,min_pub_years,group_by_all,region,year,y_pop,country_iso_a2,in_y_flow_INT,out_y_flow_INT,in_y_flow_IN,out_y_flow_IN,net_y_flow_INT,abs_inout_INT,sum_inout_INT,net_y_flow_IN,abs_inout_IN,sum_inout_IN,nmr_IN,nmr_INT
13564,Subnational,OpenAlex,1,2,true,ID.11,2009.0,35,ID,2,1,1,1,1,1,3,0,0,2,0.0,28.571428571428573
13565,Subnational,OpenAlex,1,2,true,ID.33,2013.0,217,ID,10,6,8,11,4,4,16,-3,3,19,-13.824884792626728,18.433179723502302
13566,Subnational,OpenAlex,1,2,true,BD.85,2019.0,100,BD,11,8,14,12,3,3,19,2,2,26,20.0,30.0
13567,Subnational,OpenAlex,1,2,true,AR.08,2013.0,116,AR,10,8,4,5,2,2,18,-1,1,9,-8.620689655172415,17.24137931034483
13568,Subnational,OpenAlex,1,2,true,CZ.82,2002.0,164,CZ,4,4,19,26,0,0,8,-7,7,45,-42.68292682926829,0.0
13569,Subnational,OpenAlex,1,2,true,PL.85,2006.0,578,PL,10,8,17,13,2,2,18,4,4,30,6.920415224913495,3.4602076124567476
13570,Subnational,OpenAlex,1,2,true,JP.07,1964.0,245,JP,3,2,5,7,1,1,5,-2,2,12,-8.16326530612245,4.081632653061225
13571,Subnational,OpenAlex,1,2,true,IR.04,2007.0,274,IR,8,0,15,21,8,8,8,-6,6,36,-21.8978102189781,29.197080291970803
13572,Subnational,OpenAlex,1,2,true,HR.03,2016.0,100,HR,5,0,6,4,5,5,5,2,2,10,20.0,50.0
13573,Subnational,OpenAlex,1,2,true,KZ.14,2021.0,18,KZ,1,1,2,0,0,0,2,2,2,2,111.11111111111111,0.0
13574,Subnational,OpenAlex,1,2,true,GR.ESYE13,2007.0,28,GR,1,0,4,0,1,1,1,4,4,4,142.85714285714286,35.714285714285715
13575,Subnational,OpenAlex,1,2,true,HR.20,2006.0,9,HR,0,1,1,0,-1,1,1,1,1,1,111.11111111111111,-111.11111111111111
13576,Subnational,OpenAlex,1,2,true,AE.03,2008.0,177,AE,39,15,3,0,24,24,54,3,3,3,16.949152542372882,135.59322033898306
13577,Subnational,OpenAlex,1,2,true,KZ.05,2001.0,42,KZ,1,1,5,0,0,0,2,5,5,5,119.04761904761905,0.0
13578,Subnational,OpenAlex,1,2,true,HK.NTM,2003.0,140,HK,13,13,1,0,0,0,26,1,1,1,7.142857142857143,0.0
13579,Subnational,OpenAlex,1,2,true,JO.23,2013.0,13,JO,2,0,2,0,2,2,2,2,2,2,153.84615384615384,153.84615384615384
13580,Subnational,OpenAlex,1,2,true,KZ.11,2016.0,53,KZ,2,2,3,0,0,0,4,3,3,3,56.60377358490566,0.0
13581,Subnational,OpenAlex,1,2,true,UA.11,2001.0,117,UA,6,0,1,0,6,6,6,1,1,1,8.547008547008547,51.282051282051285
13582,Subnational,OpenAlex,1,2,true,JP.21,1971.0,78,JP,0,1,4,2,-1,1,1,2,2,6,25.641025641025642,-12.820512820512821
13583,Subnational,OpenAlex,1,2,true,CA.11,1973.0,107,CA,10,11,3,4,-1,1,21,-1,1,7,-9.345794392523365,-9.345794392523365
13584,Subnational,OpenAlex,1,2,true,CH.GE,1995.0,1906,CH,226,306,19,23,-80,80,532,-4,4,42,-2.0986358866736623,-41.97271773347324
13585,Subnational,OpenAlex,1,2,true,IQ.03,2019.0,70,IQ,15,1,3,1,14,14,16,2,2,4,28.571428571428573,200.0
13586,Subnational,OpenAlex,1,2,true,ID.31,2009.0,107,ID,3,2,1,6,1,1,5,-5,5,7,-46.728971962616825,9.345794392523365
13587,Subnational,OpenAlex,1,2,true,UA.07,2005.0,1130,UA,38,27,5,18,11,11,65,-13,13,23,-11.504424778761061,9.734513274336283
13588,Subnational,OpenAlex,1,2,true,PK.03,1998.0,63,PK,8,22,3,1,-14,14,30,2,2,4,31.746031746031747,-222.22222222222223
13589,Subnational,OpenAlex,1,2,true,EG.12,2004.0,70,EG,1,0,1,5,1,1,1,-4,4,6,-57.142857142857146,14.285714285714286
13590,Subnational,OpenAlex,1,2,true,AT.04,1997.0,281,AT,16,26,4,5,-10,10,42,-1,1,9,-3.5587188612099645,-35.587188612099645
13591,Subnational,OpenAlex,1,2,true,BD.H,2004.0,90,BD,12,6,3,3,6,6,18,0,0,6,0.0,66.66666666666667
13592,Subnational,OpenAlex,1,2,true,GR.ESYE22,2004.0,17,GR,2,0,2,2,2,2,2,0,0,4,0.0,117.6470588235294
13593,Subnational,OpenAlex,1,2,true,UA.11,2004.0,134,UA,5,6,2,1,-1,1,11,1,1,3,7.462686567164179,-7.462686567164179
13594,Subnational,OpenAlex,1,2,true,CH.GR,2014.0,194,CH,27,23,9,6,4,4,50,3,3,15,15.463917525773196,20.61855670103093
13595,Subnational,OpenAlex,1,2,true,EG.14,1991.0,106,EG,2,0,1,2,2,2,2,-1,1,3,-9.433962264150944,18.867924528301888
13596,Subnational,OpenAlex,1,2,true,GB.ENG,1953.0,1067,GB,28,30,3,2,-2,2,58,1,1,5,0.9372071227741331,-1.8744142455482662
13597,Subnational,OpenAlex,1,2,true,TH.68,2007.0,542,TH,14,7,13,9,7,7,21,4,4,22,7.380073800738008,12.915129151291513
13598,Subnational,OpenAlex,1,2,true,NG.23,2007.0,232,NG,4,7,3,5,-3,3,11,-2,2,8,-8.620689655172415,-12.931034482758621
13599,Subnational,OpenAlex,1,2,true,ES.57,1987.0,75,ES,3,1,3,2,2,2,4,1,1,5,13.333333333333334,26.666666666666668
13600,Subnational,OpenAlex,1,2,true,PL.78,1979.0,572,PL,22,20,7,9,2,2,42,-2,2,16,-3.4965034965034967,3.4965034965034967
13601,Subnational,OpenAlex,1,2,true,PH.NCR,1997.0,202,PH,17,19,3,1,-2,2,36,2,2,4,9.900990099009901,-9.900990099009901
13602,Subnational,OpenAlex,1,2,true,CM.08,2007.0,93,CM,4,6,2,2,-2,2,10,0,0,4,0.0,-21.50537634408602
13603,Subnational,OpenAlex,1,2,true,BE.VLG,1973.0,155,BE,5,4,2,2,1,1,9,0,0,4,0.0,6.451612903225806
13604,Subnational,OpenAlex,1,2,true,CM.11,2007.0,476,CM,15,27,7,5,-12,12,42,2,2,12,4.201680672268908,-25.210084033613445
13605,Subnational,OpenAlex,1,2,true,IL.02,1957.0,38,IL,1,2,1,1,-1,1,3,0,0,2,0.0,-26.31578947368421
13606,Subnational,OpenAlex,1,2,true,RU.22,2000.0,38,RU,1,1,2,1,0,0,2,1,1,3,26.31578947368421,0.0
13607,Subnational,OpenAlex,1,2,true,AM.01,2010.0,58,AM,2,5,7,9,-3,3,7,-2,2,16,-34.48275862068966,-51.724137931034484
13608,Subnational,OpenAlex,1,2,true,KR.17,1990.0,4,KR,1,0,1,0,1,1,1,1,1,1,250.0,250.0
13609,Subnational,OpenAlex,1,2,true,UZ.10,2015.0,46,UZ,2,2,3,0,0,0,4,3,3,3,65.21739130434783,0.0
13610,Subnational,OpenAlex,1,2,true,VE.25,1982.0,40,VE,2,3,1,0,-1,1,5,1,1,1,25.0,-25.0
13611,Subnational,OpenAlex,1,2,true,US.SC,1947.0,12,US,1,0,1,0,1,1,1,1,1,1,83.33333333333333,83.33333333333333
13612,Subnational,OpenAlex,1,2,true,CZ.85,1995.0,46,CZ,0,1,1,0,-1,1,1,1,1,1,21.73913043478261,-21.73913043478261
13613,Subnational,OpenAlex,1,2,true,IS.41,2021.0,18,IS,1,0,1,0,1,1,1,1,1,1,55.55555555555556,55.55555555555556
13614,Subnational,OpenAlex,1,2,true,PK.08,1977.0,19,PK,2,0,2,0,2,2,2,2,2,2,105.26315789473684,105.26315789473684
13615,Subnational,OpenAlex,1,2,true,DZ.14,2011.0,147,DZ,4,3,3,0,1,1,7,3,3,3,20.408163265306122,6.802721088435374
13616,Subnational,OpenAlex,1,2,true,TR.60,2001.0,23,TR,1,0,1,0,1,1,1,1,1,1,43.47826086956522,43.47826086956522
13617,Subnational,OpenAlex,1,2,true,MT.31,2020.0,3,MT,1,0,1,0,1,1,1,1,1,1,333.3333333333333,333.3333333333333
13618,Subnational,OpenAlex,1,2,true,RU.03,2002.0,6,RU,0,0,1,0,0,0,0,1,1,1,166.66666666666666,0.0
13619,Subnational,OpenAlex,1,2,true,ID.40,2014.0,10,ID,0,0,2,0,0,0,0,2,2,2,200.0,0.0
13620,Subnational,OpenAlex,1,2,true,US.KS,1947.0,17,US,0,0,1,0,0,0,0,1,1,1,58.8235294117647,0.0
13621,Subnational,OpenAlex,1,2,true,MU.18,2021.0,14,MU,0,0,1,0,0,0,0,1,1,1,71.42857142857143,0.0
13622,Subnational,OpenAlex,1,2,true,SE.07,1994.0,4,SE,0,0,1,0,0,0,0,1,1,1,250.0,0.0
13623,Subnational,OpenAlex,1,2,true,BR.17,1984.0,17,BR,0,0,1,0,0,0,0,1,1,1,58.8235294117647,0.0
13624,Subnational,OpenAlex,1,2,true,GR.ESYE22,2001.0,6,GR,0,0,2,0,0,0,0,2,2,2,333.3333333333333,0.0
13625,Subnational,OpenAlex,1,2,true,BR.27,1937.0,15,BR,0,0,1,0,0,0,0,1,1,1,66.66666666666667,0.0
13626,Subnational,OpenAlex,1,2,true,JP.35,1959.0,4,JP,0,0,1,0,0,0,0,1,1,1,250.0,0.0
13627,Subnational,OpenAlex,1,2,true,BR.13,1980.0,2,BR,0,0,1,0,0,0,0,1,1,1,500.0,0.0
13628,Subnational,OpenAlex,1,2,true,RU.16,2001.0,47,RU,0,0,2,3,0,0,0,-1,1,5,-21.27659574468085,0.0
13629,Subnational,OpenAlex,1,2,true,DE.05,1934.0,17,DE,0,0,1,0,0,0,0,1,1,1,58.8235294117647,0.0
13630,Subnational,OpenAlex,1,2,true,US.AK,1971.0,16,US,0,0,1,1,0,0,0,0,0,2,0.0,0.0
13631,Subnational,OpenAlex,1,2,true,US.NJ,1920.0,16,US,0,0,1,1,0,0,0,0,0,2,0.0,0.0
13632,Subnational,OpenAlex,1,2,true,RU.46,2008.0,69,RU,0,0,1,3,0,0,0,-2,2,4,-28.985507246376812,0.0
13633,Subnational,OpenAlex,1,2,true,IL.06,1985.0,798,IL,26,42,12,27,-16,16,68,-15,15,39,-18.796992481203006,-20.050125313283207
13634,Subnational,OpenAlex,1,2,true,US.MO,1996.0,6725,US,175,225,537,561,-50,50,400,-24,24,1098,-3.5687732342007434,-7.434944237918216
13635,Subnational,OpenAlex,1,2,true,MX.09,2000.0,6834,MX,435,407,74,92,28,28,842,-18,18,166,-2.633889376646181,4.097161252560726
13636,Subnational,OpenAlex,1,2,true,TR.79,2011.0,256,TR,5,1,28,34,4,4,6,-6,6,62,-23.4375,15.625
13637,Subnational,OpenAlex,1,2,true,CO.34,2022.0,4104,CO,447,592,160,127,-145,145,1039,33,33,287,8.04093567251462,-35.331384015594544
13638,Subnational,OpenAlex,1,2,true,CN.16,2016.0,4046,CN,101,82,685,659,19,19,183,26,26,1344,6.426099851705388,4.695996045477014
13639,Subnational,OpenAlex,1,2,true,CL.04,2020.0,1289,CL,119,126,78,117,-7,7,245,-39,39,195,-30.25601241272304,-5.430566330488751
13640,Subnational,OpenAlex,1,2,true,SE.21,2020.0,6031,SE,377,330,244,277,47,47,707,-33,33,521,-5.471729398109766,7.793069142762394
13641,Subnational,OpenAlex,1,2,true,CN.16,2022.0,5326,CN,117,73,1006,971,44,44,190,35,35,1977,6.571535861809989,8.261359369132558
13642,Subnational,OpenAlex,1,2,true,CO.23,2010.0,137,CO,10,7,8,6,3,3,17,2,2,14,14.598540145985401,21.8978102189781
13643,Subnational,OpenAlex,1,2,true,JP.07,1978.0,1258,JP,11,8,61,90,3,3,19,-29,29,151,-23.052464228934817,2.384737678855326
13644,Subnational,OpenAlex,1,2,true,BY.04,2008.0,1811,BY,101,139,17,5,-38,38,240,12,12,22,6.6261733848702375,-20.982882385422418
13645,Subnational,OpenAlex,1,2,true,NO.21,1998.0,1068,NO,45,44,25,18,1,1,89,7,7,43,6.5543071161048685,0.9363295880149812
13646,Subnational,OpenAlex,1,2,true,JP.25,2017.0,874,JP,27,19,109,96,8,8,46,13,13,205,14.874141876430206,9.153318077803204
13647,Subnational,OpenAlex,1,2,true,JP.31,2018.0,3762,JP,51,67,433,494,-16,16,118,-61,61,927,-16.21477937267411,-4.253056884635832
13648,Subnational,OpenAlex,1,2,true,US.MD,2018.0,35754,US,1580,1590,3367,3295,-10,10,3170,72,72,6662,2.0137606981037086,-0.2796889858477373
13649,Subnational,OpenAlex,1,2,true,RU.40,2020.0,154,RU,6,6,22,10,0,0,12,12,12,32,77.92207792207792,0.0
13650,Subnational,OpenAlex,1,2,true,RU.46,2020.0,549,RU,16,6,40,38,10,10,22,2,2,78,3.6429872495446265,18.214936247723134
13651,Subnational,OpenAlex,1,2,true,AU.04,1977.0,316,AU,20,11,4,7,9,9,31,-3,3,11,-9.49367088607595,28.481012658227847
13652,Subnational,OpenAlex,1,2,true,US.CT,1995.0,4921,US,197,273,463,640,-76,76,470,-177,177,1103,-35.96829912619386,-15.444015444015443
13653,Subnational,OpenAlex,1,2,true,RU.09,2012.0,241,RU,5,1,10,10,4,4,6,0,0,20,0.0,16.597510373443985
13654,Subnational,OpenAlex,1,2,true,NL.11,2006.0,9387,NL,395,398,280,339,-3,3,793,-59,59,619,-6.285288164482795,-0.31959092361776925
13655,Subnational,OpenAlex,1,2,true,US.MD,2016.0,34921,US,1435,1546,3202,3067,-111,111,2981,135,135,6269,3.8658686750093065,-3.17860313278543
13656,Subnational,OpenAlex,1,2,true,TR.71,2021.0,2101,TR,44,28,189,178,16,16,72,11,11,367,5.2356020942408374,7.615421227986673
13657,Subnational,OpenAlex,1,2,true,TR.63,2016.0,333,TR,5,3,47,41,2,2,8,6,6,88,18.01801801801802,6.006006006006006
13658,Subnational,OpenAlex,1,2,true,US.MA,1977.0,3535,US,103,84,258,332,19,19,187,-74,74,590,-20.933521923620933,5.374823196605375
13659,Subnational,OpenAlex,1,2,true,ID.24,2022.0,1202,ID,9,19,160,184,-10,10,28,-24,24,344,-19.966722129783694,-8.319467554076539
13660,Subnational,OpenAlex,1,2,true,US.WY,1990.0,257,US,7,6,21,23,1,1,13,-2,2,44,-7.782101167315175,3.8910505836575875
13661,Subnational,OpenAlex,1,2,true,JP.18,1980.0,165,JP,1,0,16,7,1,1,1,9,9,23,54.54545454545455,6.0606060606060606
13662,Subnational,OpenAlex,1,2,true,BR.28,2018.0,1717,BR,23,32,206,216,-9,9,55,-10,10,422,-5.824111822947001,-5.241700640652301
13663,Subnational,OpenAlex,1,2,true,IT.10,2002.0,1124,IT,24,17,99,69,7,7,41,30,30,168,26.690391459074732,6.227758007117438
13664,Subnational,OpenAlex,1,2,true,IT.08,1971.0,320,IT,6,12,45,22,-6,6,18,23,23,67,71.875,-18.75
13665,Subnational,OpenAlex,1,2,true,RS.VO,1994.0,114,RS,4,3,1,2,1,1,7,-1,1,3,-8.771929824561404,8.771929824561404
13666,Subnational,OpenAlex,1,2,true,US.FL,1989.0,3564,US,105,108,354,329,-3,3,213,25,25,683,7.014590347923681,-0.8417508417508418
13667,Subnational,OpenAlex,1,2,true,HU.10,1986.0,193,HU,4,1,14,9,3,3,5,5,5,23,25.906735751295336,15.544041450777202
13668,Subnational,OpenAlex,1,2,true,NO.14,2007.0,502,NO,28,9,42,15,19,19,37,27,27,57,53.78486055776892,37.84860557768924
13669,Subnational,OpenAlex,1,2,true,IN.16,2013.0,14577,IN,536,617,648,725,-81,81,1153,-77,77,1373,-5.282294024833642,-5.556698909240584
13670,Subnational,OpenAlex,1,2,true,BR.16,2012.0,1936,BR,44,37,208,140,7,7,81,68,68,348,35.12396694214876,3.615702479338843
13671,Subnational,OpenAlex,1,2,true,FI.11,2003.0,1160,FI,22,24,57,77,-2,2,46,-20,20,134,-17.24137931034483,-1.7241379310344827
13672,Subnational,OpenAlex,1,2,true,DE.13,2009.0,8297,DE,403,344,475,431,59,59,747,44,44,906,5.303121610220562,7.111003977341207
13673,Subnational,OpenAlex,1,2,true,JP.35,2002.0,616,JP,8,12,78,64,-4,4,20,14,14,142,22.727272727272727,-6.4935064935064934
13674,Subnational,OpenAlex,1,2,true,IT.20,1991.0,1639,IT,34,22,49,42,12,12,56,7,7,91,4.270896888346552,7.3215375228798045
13675,Subnational,OpenAlex,1,2,true,DE.05,1985.0,373,DE,20,25,16,12,-5,5,45,4,4,28,10.723860589812332,-13.404825737265416
13676,Subnational,OpenAlex,1,2,true,IN.23,2001.0,558,IN,29,20,48,78,9,9,49,-30,30,126,-53.763440860215056,16.129032258064516
13677,Subnational,OpenAlex,1,2,true,TR.28,2021.0,371,TR,5,1,51,34,4,4,6,17,17,85,45.82210242587601,10.78167115902965
13678,Subnational,OpenAlex,1,2,true,IN.24,2020.0,4405,IN,157,170,644,665,-13,13,327,-21,21,1309,-4.767309875141884,-2.9511918274687856
13679,Subnational,OpenAlex,1,2,true,MX.04,2018.0,561,MX,37,39,43,32,-2,2,76,11,11,75,19.607843137254903,-3.5650623885918002
13680,Subnational,OpenAlex,1,2,true,US.AZ,1982.0,1351,US,33,22,138,128,11,11,55,10,10,266,7.401924500370097,8.142116950407106
13681,Subnational,OpenAlex,1,2,true,KR.18,2015.0,2388,KR,82,103,250,272,-21,21,185,-22,22,522,-9.212730318257956,-8.793969849246231
13682,Subnational,OpenAlex,1,2,true,JP.28,2013.0,1479,JP,23,24,192,215,-1,1,47,-23,23,407,-15.55104800540906,-0.676132521974307
13683,Subnational,OpenAlex,1,2,true,US.WY,2018.0,877,US,27,44,56,102,-17,17,71,-46,46,158,-52.451539338654506,-19.384264538198405
13684,Subnational,OpenAlex,1,2,true,BR.27,1989.0,1449,BR,38,46,21,31,-8,8,84,-10,10,52,-6.901311249137336,-5.521048999309869
13685,Subnational,OpenAlex,1,2,true,CH.LU,2013.0,428,CH,53,46,26,12,7,7,99,14,14,38,32.71028037383178,16.35514018691589
13686,Subnational,OpenAlex,1,2,true,PE.13,2020.0,717,PE,168,52,48,38,116,116,220,10,10,86,13.94700139470014,161.7852161785216
13687,Subnational,OpenAlex,1,2,true,NO.20,2020.0,95,NO,3,2,12,15,1,1,5,-3,3,27,-31.57894736842105,10.526315789473685
13688,Subnational,OpenAlex,1,2,true,US.MN,1964.0,547,US,6,5,33,41,1,1,11,-8,8,74,-14.625228519195613,1.8281535648994516
13689,Subnational,OpenAlex,1,2,true,NL.07,1985.0,924,NL,19,25,12,16,-6,6,44,-4,4,28,-4.329004329004329,-6.4935064935064934
13690,Subnational,OpenAlex,1,2,true,KR.17,2021.0,1715,KR,69,51,235,203,18,18,120,32,32,438,18.658892128279884,10.495626822157435
13691,Subnational,OpenAlex,1,2,true,SK.03,2015.0,1600,SK,67,52,41,33,15,15,119,8,8,74,5.0,9.375
13692,Subnational,OpenAlex,1,2,true,US.GA,1978.0,805,US,27,20,82,58,7,7,47,24,24,140,29.81366459627329,8.695652173913043
13693,Subnational,OpenAlex,1,2,true,IT.10,1992.0,370,IT,10,5,20,13,5,5,15,7,7,33,18.91891891891892,13.513513513513514
13694,Subnational,OpenAlex,1,2,true,IT.20,2020.0,11164,IT,352,389,622,569,-37,37,741,53,53,1191,4.747402364743819,-3.3142242923683267
13695,Subnational,OpenAlex,1,2,true,NG.22,2019.0,728,NG,25,24,23,29,1,1,49,-6,6,52,-8.241758241758241,1.3736263736263736
13696,Subnational,OpenAlex,1,2,true,US.AZ,1973.0,590,US,9,6,45,30,3,3,15,15,15,75,25.423728813559322,5.084745762711864
13697,Subnational,OpenAlex,1,2,true,BG.58,2012.0,9,BG,1,2,1,5,-1,1,3,-4,4,6,-444.44444444444446,-111.11111111111111
13698,Subnational,OpenAlex,1,2,true,US.MT,1960.0,16,US,1,0,2,1,1,1,1,1,1,3,62.5,62.5
13699,Subnational,OpenAlex,1,2,true,ID.31,2017.0,861,ID,28,7,74,92,21,21,35,-18,18,166,-20.905923344947734,24.390243902439025
13700,Subnational,OpenAlex,1,2,true,ES.29,1981.0,197,ES,11,18,2,1,-7,7,29,1,1,3,5.0761421319796955,-35.53299492385787
13701,Subnational,OpenAlex,1,2,true,PT.14,2012.0,5103,PT,478,373,180,152,105,105,851,28,28,332,5.486968449931413,20.5761316872428
13702,Subnational,OpenAlex,1,2,true,MX.18,2018.0,259,MX,21,14,15,5,7,7,35,10,10,20,38.61003861003861,27.027027027027028
13703,Subnational,OpenAlex,1,2,true,IN.39,1996.0,335,IN,18,8,11,10,10,10,26,1,1,21,2.985074626865672,29.850746268656717
13704,Subnational,OpenAlex,1,2,true,US.IN,1929.0,61,US,1,0,2,2,1,1,1,0,0,4,0.0,16.39344262295082
13705,Subnational,OpenAlex,1,2,true,DE.06,2002.0,7202,DE,276,298,374,449,-22,22,574,-75,75,823,-10.413773951680088,-3.0547070258261595
13706,Subnational,OpenAlex,1,2,true,ES.29,2017.0,30124,ES,1585,1879,1314,1413,-294,294,3464,-99,99,2727,-3.2864161465940778,-9.759660071703625
13707,Subnational,OpenAlex,1,2,true,CO.34,1990.0,285,CO,15,39,3,3,-24,24,54,0,0,6,0.0,-84.21052631578948
13708,Subnational,OpenAlex,1,2,true,FI.01,1983.0,690,FI,14,17,8,20,-3,3,31,-12,12,28,-17.391304347826086,-4.3478260869565215
13709,Subnational,OpenAlex,1,2,true,IN.39,2014.0,2528,IN,112,121,193,216,-9,9,233,-23,23,409,-9.098101265822784,-3.560126582278481
13710,Subnational,OpenAlex,1,2,true,CA.02,2015.0,12906,CA,1141,1244,395,388,-103,103,2385,7,7,783,0.542383387571672,-7.980784131411746
13711,Subnational,OpenAlex,1,2,true,SE.02,2010.0,108,SE,3,4,9,6,-1,1,7,3,3,15,27.77777777777778,-9.25925925925926
13712,Subnational,OpenAlex,1,2,true,SK.01,2018.0,433,SK,19,16,12,13,3,3,35,-1,1,25,-2.3094688221709005,6.928406466512702
13713,Subnational,OpenAlex,1,2,true,ES.56,2012.0,24201,ES,1056,1045,765,627,11,11,2101,138,138,1392,5.702243708937647,0.4545266724515516
13714,Subnational,OpenAlex,1,2,true,IR.04,2014.0,1143,IR,17,16,110,106,1,1,33,4,4,216,3.499562554680665,0.8748906386701663
13715,Subnational,OpenAlex,1,2,true,BR.21,2016.0,19529,BR,620,630,1701,1690,-10,10,1250,11,11,3391,0.5632648881151109,-0.5120589891955554
13716,Subnational,OpenAlex,1,2,true,US.MA,1953.0,490,US,3,4,24,21,-1,1,7,3,3,45,6.122448979591836,-2.0408163265306123
13717,Subnational,OpenAlex,1,2,true,IL.05,1978.0,611,IL,23,15,7,8,8,8,38,-1,1,15,-1.6366612111292962,13.09328968903437
13718,Subnational,OpenAlex,1,2,true,US.NJ,1980.0,1332,US,48,54,142,103,-6,6,102,39,39,245,29.27927927927928,-4.504504504504505
13719,Subnational,OpenAlex,1,2,true,KZ.12510144,2015.0,13,KZ,1,0,2,1,1,1,1,1,1,3,76.92307692307692,76.92307692307692
13720,Subnational,OpenAlex,1,2,true,NO.42,2009.0,202,NO,14,3,18,7,11,11,17,11,11,25,54.45544554455446,54.45544554455446
13721,Subnational,OpenAlex,1,2,true,KZ.12,2021.0,435,KZ,13,13,20,16,0,0,26,4,4,36,9.195402298850574,0.0
13722,Subnational,OpenAlex,1,2,true,NG.21,2019.0,412,NG,20,9,18,18,11,11,29,0,0,36,0.0,26.699029126213592
13723,Subnational,OpenAlex,1,2,true,NL.03,1992.0,1460,NL,49,31,39,36,18,18,80,3,3,75,2.0547945205479454,12.32876712328767
13724,Subnational,OpenAlex,1,2,true,US.NH,1951.0,28,US,0,1,1,2,-1,1,1,-1,1,3,-35.714285714285715,-35.714285714285715
13725,Subnational,OpenAlex,1,2,true,NZ.G2,2019.0,1694,NZ,175,155,70,38,20,20,330,32,32,108,18.890200708382526,11.806375442739078
13726,Subnational,OpenAlex,1,2,true,US.ID,1984.0,116,US,4,0,17,8,4,4,4,9,9,25,77.58620689655173,34.48275862068966
13727,Subnational,OpenAlex,1,2,true,MA.01,2018.0,499,MA,20,19,18,15,1,1,39,3,3,33,6.012024048096192,2.004008016032064
13728,Subnational,OpenAlex,1,2,true,SA.14,2005.0,277,SA,29,18,6,11,11,11,47,-5,5,17,-18.050541516245488,39.711191335740075
13729,Subnational,OpenAlex,1,2,true,EG.07,2012.0,524,EG,42,30,26,42,12,12,72,-16,16,68,-30.53435114503817,22.900763358778626
13730,Subnational,OpenAlex,1,2,true,CM.11,2014.0,978,CM,44,38,15,22,6,6,82,-7,7,37,-7.157464212678937,6.134969325153374
13731,Subnational,OpenAlex,1,2,true,TH.41,2013.0,45,TH,1,0,11,4,1,1,1,7,7,15,155.55555555555554,22.22222222222222
13732,Subnational,OpenAlex,1,2,true,CL.01,2007.0,451,CL,60,49,18,27,11,11,109,-9,9,45,-19.955654101995567,24.390243902439025
13733,Subnational,OpenAlex,1,2,true,HR.19,2022.0,85,HR,2,5,5,4,-3,3,7,1,1,9,11.764705882352942,-35.294117647058826
13734,Subnational,OpenAlex,1,2,true,CL.14,2008.0,61,CL,11,6,3,4,5,5,17,-1,1,7,-16.39344262295082,81.9672131147541
13735,Subnational,OpenAlex,1,2,true,SI.11,2005.0,12,SI,0,3,1,10,-3,3,3,-9,9,11,-750.0,-250.0
13736,Subnational,OpenAlex,1,2,true,BE.WAL,2003.0,3753,BE,180,205,104,110,-25,25,385,-6,6,214,-1.5987210231814548,-6.661337596589395
13737,Subnational,OpenAlex,1,2,true,IN.35,1987.0,81,IN,2,3,12,7,-1,1,5,5,5,19,61.72839506172839,-12.345679012345679
13738,Subnational,OpenAlex,1,2,true,IE.C,2014.0,1416,IE,156,175,58,61,-19,19,331,-3,3,119,-2.1186440677966103,-13.418079096045197
13739,Subnational,OpenAlex,1,2,true,FI.01,1968.0,236,FI,2,0,1,2,2,2,2,-1,1,3,-4.237288135593221,8.474576271186441
13740,Subnational,OpenAlex,1,2,true,SK.03,2001.0,402,SK,19,21,10,6,-2,2,40,4,4,16,9.950248756218905,-4.975124378109452
13741,Subnational,OpenAlex,1,2,true,TH.46,2015.0,229,TH,5,3,18,4,2,2,8,14,14,22,61.1353711790393,8.733624454148472
13742,Subnational,OpenAlex,1,2,true,CZ.88,2019.0,212,CZ,30,14,26,22,16,16,44,4,4,48,18.867924528301888,75.47169811320755
13743,Subnational,OpenAlex,1,2,true,IN.23,1986.0,222,IN,4,7,11,7,-3,3,11,4,4,18,18.01801801801802,-13.513513513513514
13744,Subnational,OpenAlex,1,2,true,TW.04,2008.0,31852,TW,1184,1350,260,281,-166,166,2534,-21,21,541,-0.6592992590732136,-5.211603666959689
13745,Subnational,OpenAlex,1,2,true,CH.NE,2008.0,457,CH,36,59,22,30,-23,23,95,-8,8,52,-17.505470459518598,-50.328227571115974
13746,Subnational,OpenAlex,1,2,true,ZA.09,2017.0,527,ZA,18,16,23,62,2,2,34,-39,39,85,-74.00379506641366,3.795066413662239
13747,Subnational,OpenAlex,1,2,true,ES.60,1989.0,317,ES,14,5,4,7,9,9,19,-3,3,11,-9.46372239747634,28.391167192429023
13748,Subnational,OpenAlex,1,2,true,AR.18,2003.0,64,AR,4,7,4,2,-3,3,11,2,2,6,31.25,-46.875
13749,Subnational,OpenAlex,1,2,true,SK.01,2017.0,438,SK,19,19,11,7,0,0,38,4,4,18,9.132420091324201,0.0
13750,Subnational,OpenAlex,1,2,true,RO.17,2002.0,67,RO,1,1,1,1,0,0,2,0,0,2,0.0,0.0
13751,Subnational,OpenAlex,1,2,true,UA.25,2012.0,155,UA,1,2,3,0,-1,1,3,3,3,3,19.35483870967742,-6.451612903225806
13752,Subnational,OpenAlex,1,2,true,GH.04,2014.0,293,GH,23,13,12,0,10,10,36,12,12,12,40.955631399317404,34.129692832764505
