row_number,project,authorship,backfill_years,min_pub_years,group_by_all,region,year,y_pop,country_iso_a2,in_y_flow_INT,out_y_flow_INT,in_y_flow_IN,out_y_flow_IN,net_y_flow_INT,abs_inout_INT,sum_inout_INT,net_y_flow_IN,abs_inout_IN,sum_inout_IN,nmr_IN,nmr_INT
19,Subnational,OpenAlex,2,2,true,TH.50,2019.0,26,TH,2,0,3,2,2,2,2,1,1,5,38.46153846153846,76.92307692307692
20,Subnational,OpenAlex,2,2,true,US.NE,2017.0,5623,US,180,186,357,382,-6,6,366,-25,25,739,-4.446025253423439,-1.0670460608216255
21,Subnational,OpenAlex,2,2,true,MX.16,2022.0,401,MX,14,15,9,17,-1,1,29,-8,8,26,-19.950124688279303,-2.493765586034913
22,Subnational,OpenAlex,2,2,true,US.WI,1952.0,318,US,0,1,8,12,-1,1,1,-4,4,20,-12.578616352201259,-3.1446540880503147
23,Subnational,OpenAlex,2,2,true,US.PA,1995.0,19733,US,396,559,1043,1144,-163,163,955,-101,101,2187,-5.118329701515228,-8.260274666801804
24,Subnational,OpenAlex,2,2,true,JP.34,1975.0,133,JP,3,1,19,6,2,2,4,13,13,25,97.74436090225564,15.037593984962406
25,Subnational,OpenAlex,2,2,true,BR.02,2003.0,204,BR,4,3,15,13,1,1,7,2,2,28,9.803921568627452,4.901960784313726
26,Subnational,OpenAlex,2,2,true,UA.06,2019.0,892,UA,14,7,29,22,7,7,21,7,7,51,7.8475336322869955,7.8475336322869955
27,Subnational,OpenAlex,2,2,true,MX.07,2007.0,227,MX,5,13,5,5,-8,8,18,0,0,10,0.0,-35.242290748898675
28,Subnational,OpenAlex,2,2,true,US.MA,1996.0,24899,US,632,825,1173,1353,-193,193,1457,-180,180,2526,-7.229205992208523,-7.751315313868027
29,Subnational,OpenAlex,2,2,true,US.GA,1985.0,1785,US,62,36,147,137,26,26,98,10,10,284,5.602240896358543,14.565826330532213
30,Subnational,OpenAlex,2,2,true,TR.68,2008.0,10396,TR,151,216,343,460,-65,65,367,-117,117,803,-11.25432858791843,-6.252404771065795
31,Subnational,OpenAlex,2,2,true,MX.11,2015.0,1520,MX,99,75,60,44,24,24,174,16,16,104,10.526315789473685,15.789473684210526
32,Subnational,OpenAlex,2,2,true,US.IL,2018.0,36738,US,1632,1572,2559,2815,60,60,3204,-256,256,5374,-6.968261745331809,1.6331863465621428
33,Subnational,OpenAlex,2,2,true,DE.02,1985.0,1684,DE,73,81,39,48,-8,8,154,-9,9,87,-5.344418052256532,-4.750593824228028
34,Subnational,OpenAlex,2,2,true,TR.25,1997.0,262,TR,4,0,4,3,4,4,4,1,1,7,3.816793893129771,15.267175572519085
35,Subnational,OpenAlex,2,2,true,NG.47,2007.0,481,NG,7,3,12,4,4,4,10,8,8,16,16.632016632016633,8.316008316008316
36,Subnational,OpenAlex,2,2,true,TG.23,2021.0,42,TG,0,1,1,3,-1,1,1,-2,2,4,-47.61904761904762,-23.80952380952381
37,Subnational,OpenAlex,2,2,true,ES.31,1985.0,72,ES,4,1,4,1,3,3,5,3,3,5,41.666666666666664,41.666666666666664
38,Subnational,OpenAlex,2,2,true,SE.23,1997.0,1374,SE,52,43,56,53,9,9,95,3,3,109,2.183406113537118,6.550218340611353
39,Subnational,OpenAlex,2,2,true,CN.28,2008.0,9075,CN,168,125,1186,1289,43,43,293,-103,103,2475,-11.349862258953168,4.738292011019284
40,Subnational,OpenAlex,2,2,true,JP.17,1999.0,677,JP,14,13,62,66,1,1,27,-4,4,128,-5.908419497784343,1.4771048744460857
41,Subnational,OpenAlex,2,2,true,AU.01,1964.0,161,AU,5,4,2,1,1,1,9,1,1,3,6.211180124223603,6.211180124223603
42,Subnational,OpenAlex,2,2,true,TH.02,2009.0,1337,TH,31,22,17,26,9,9,53,-9,9,43,-6.731488406881077,6.731488406881077
43,Subnational,OpenAlex,2,2,true,IT.10,1998.0,1103,IT,16,19,73,57,-3,3,35,16,16,130,14.505893019038984,-2.7198549410698094
44,Subnational,OpenAlex,2,2,true,EG.07,2020.0,1032,EG,44,40,80,88,4,4,84,-8,8,168,-7.751937984496124,3.875968992248062
45,Subnational,OpenAlex,2,2,true,JP.43,1996.0,782,JP,9,5,55,61,4,4,14,-6,6,116,-7.672634271099744,5.115089514066496
46,Subnational,OpenAlex,2,2,true,MY.07,2013.0,1074,MY,67,37,49,39,30,30,104,10,10,88,9.31098696461825,27.932960893854748
47,Subnational,OpenAlex,2,2,true,CN.14,2014.0,155,CN,3,1,33,24,2,2,4,9,9,57,58.064516129032256,12.903225806451612
48,Subnational,OpenAlex,2,2,true,NL.06,1984.0,320,NL,4,3,4,3,1,1,7,1,1,7,3.125,3.125
49,Subnational,OpenAlex,2,2,true,CL.03,2019.0,758,CL,71,75,33,50,-4,4,146,-17,17,83,-22.427440633245382,-5.277044854881266
50,Subnational,OpenAlex,2,2,true,RU.54,2021.0,767,RU,11,14,52,52,-3,3,25,0,0,104,0.0,-3.911342894393742
51,Subnational,OpenAlex,2,2,true,MX.27,2008.0,107,MX,4,4,5,3,0,0,8,2,2,8,18.69158878504673,0.0
52,Subnational,OpenAlex,2,2,true,CH.FR,2009.0,608,CH,40,59,21,25,-19,19,99,-4,4,46,-6.578947368421052,-31.25
53,Subnational,OpenAlex,2,2,true,US.RI,1961.0,118,US,1,1,6,3,0,0,2,3,3,9,25.423728813559322,0.0
54,Subnational,OpenAlex,2,2,true,SA.06,2022.0,2375,SA,138,124,73,59,14,14,262,14,14,132,5.894736842105263,5.894736842105263
55,Subnational,OpenAlex,2,2,true,HR.21,2012.0,6408,HR,184,218,49,73,-34,34,402,-24,24,122,-3.745318352059925,-5.305867665418227
56,Subnational,OpenAlex,2,2,true,IL.03,2008.0,448,IL,9,9,25,14,0,0,18,11,11,39,24.553571428571427,0.0
57,Subnational,OpenAlex,2,2,true,MX.11,2014.0,1367,MX,86,76,64,46,10,10,162,18,18,110,13.167520117044623,7.315288953913679
58,Subnational,OpenAlex,2,2,true,CZ.79,2009.0,373,CZ,39,39,26,20,0,0,78,6,6,46,16.0857908847185,0.0
59,Subnational,OpenAlex,2,2,true,IR.11,2021.0,502,IR,6,6,42,37,0,0,12,5,5,79,9.9601593625498,0.0
60,Subnational,OpenAlex,2,2,true,BR.17,2023.0,241,BR,4,11,25,20,-7,7,15,5,5,45,20.74688796680498,-29.04564315352697
61,Subnational,OpenAlex,2,2,true,TN.38,2007.0,129,TN,4,7,7,10,-3,3,11,-3,3,17,-23.25581395348837,-23.25581395348837
62,Subnational,OpenAlex,2,2,true,JP.42,2004.0,922,JP,28,14,130,81,14,14,42,49,49,211,53.14533622559653,15.184381778741866
63,Subnational,OpenAlex,2,2,true,KE.05,2016.0,4552,KE,295,242,50,51,53,53,537,-1,1,101,-0.21968365553602812,11.64323374340949
64,Subnational,OpenAlex,2,2,true,IR.23,2015.0,778,IR,8,7,81,51,1,1,15,30,30,132,38.56041131105398,1.2853470437017995
65,Subnational,OpenAlex,2,2,true,ID.04,2000.0,246,ID,6,9,2,4,-3,3,15,-2,2,6,-8.130081300813009,-12.195121951219512
66,Subnational,OpenAlex,2,2,true,ID.30,2020.0,20226,ID,336,360,1623,1900,-24,24,696,-277,277,3523,-13.695243745673885,-1.1865915158706615
67,Subnational,OpenAlex,2,2,true,AR.06,2014.0,300,AR,22,18,11,22,4,4,40,-11,11,33,-36.666666666666664,13.333333333333334
68,Subnational,OpenAlex,2,2,true,AL.50,2015.0,666,AL,35,34,1,1,1,1,69,0,0,2,0.0,1.5015015015015014
69,Subnational,OpenAlex,2,2,true,FI.11,2015.0,1828,FI,29,39,102,118,-10,10,68,-16,16,220,-8.752735229759299,-5.470459518599562
70,Subnational,OpenAlex,2,2,true,KR.10,2010.0,3684,KR,136,149,366,377,-13,13,285,-11,11,743,-2.985884907709012,-3.528773072747014
71,Subnational,OpenAlex,2,2,true,US.IN,2003.0,10528,US,407,387,753,839,20,20,794,-86,86,1592,-8.168693009118542,1.8996960486322187
72,Subnational,OpenAlex,2,2,true,CN.14,2004.0,44,CN,0,1,2,2,-1,1,1,0,0,4,0.0,-22.727272727272727
73,Subnational,OpenAlex,2,2,true,IR.13,2010.0,915,IR,12,10,39,35,2,2,22,4,4,74,4.371584699453552,2.185792349726776
74,Subnational,OpenAlex,2,2,true,IL.06,1995.0,2853,IL,114,105,42,61,9,9,219,-19,19,103,-6.659656501927795,3.1545741324921135
75,Subnational,OpenAlex,2,2,true,IN.30,2016.0,179,IN,4,5,25,19,-1,1,9,6,6,44,33.5195530726257,-5.58659217877095
76,Subnational,OpenAlex,2,2,true,US.MI,1957.0,694,US,7,5,36,25,2,2,12,11,11,61,15.85014409221902,2.881844380403458
77,Subnational,OpenAlex,2,2,true,BR.22,1999.0,255,BR,3,7,10,4,-4,4,10,6,6,14,23.529411764705884,-15.686274509803921
78,Subnational,OpenAlex,2,2,true,NP.4,2019.0,243,NP,21,28,20,18,-7,7,49,2,2,38,8.23045267489712,-28.80658436213992
79,Subnational,OpenAlex,2,2,true,NZ.G2,2010.0,1477,NZ,131,107,53,26,24,24,238,27,27,79,18.28029790115098,16.249153689911985
80,Subnational,OpenAlex,2,2,true,IR.44,2018.0,668,IR,15,14,71,82,1,1,29,-11,11,153,-16.46706586826347,1.4970059880239521
81,Subnational,OpenAlex,2,2,true,EG.01,2009.0,1578,EG,39,45,41,41,-6,6,84,0,0,82,0.0,-3.802281368821293
82,Subnational,OpenAlex,2,2,true,KR.15,2022.0,2305,KR,124,107,205,202,17,17,231,3,3,407,1.3015184381778742,7.375271149674621
83,Subnational,OpenAlex,2,2,true,EG.15,2014.0,110,EG,6,1,15,3,5,5,7,12,12,18,109.0909090909091,45.45454545454545
84,Subnational,OpenAlex,2,2,true,AU.08,2011.0,6714,AU,529,439,169,166,90,90,968,3,3,335,0.44682752457551383,13.404825737265416
85,Subnational,OpenAlex,2,2,true,JP.45,1993.0,788,JP,12,10,66,67,2,2,22,-1,1,133,-1.2690355329949239,2.5380710659898478
86,Subnational,OpenAlex,2,2,true,CA.10,2005.0,19147,CA,1063,1050,286,291,13,13,2113,-5,5,577,-0.2611375150154071,0.6789575390400585
87,Subnational,OpenAlex,2,2,true,AT.08,2022.0,80,AT,7,7,3,2,0,0,14,1,1,5,12.5,0.0
88,Subnational,OpenAlex,2,2,true,US.MI,1952.0,321,US,4,0,10,7,4,4,4,3,3,17,9.345794392523365,12.461059190031152
89,Subnational,OpenAlex,2,2,true,DK.17,1985.0,1071,DK,37,33,6,15,4,4,70,-9,9,21,-8.403361344537815,3.734827264239029
90,Subnational,OpenAlex,2,2,true,EG.01,1994.0,305,EG,6,8,6,5,-2,2,14,1,1,11,3.278688524590164,-6.557377049180328
91,Subnational,OpenAlex,2,2,true,NZ.F7,2022.0,1541,NZ,87,116,28,20,-29,29,203,8,8,48,5.1914341336794285,-18.81894873458793
92,Subnational,OpenAlex,2,2,true,GR.ESYE41,2006.0,294,GR,4,4,15,11,0,0,8,4,4,26,13.605442176870747,0.0
93,Subnational,OpenAlex,2,2,true,IN.40,1994.0,1180,IN,24,48,41,26,-24,24,72,15,15,67,12.711864406779661,-20.338983050847457
94,Subnational,OpenAlex,2,2,true,IQ.05,2015.0,354,IQ,33,3,5,1,30,30,36,4,4,6,11.299435028248588,84.7457627118644
95,Subnational,OpenAlex,2,2,true,VE.25,2021.0,545,VE,43,59,7,4,-16,16,102,3,3,11,5.504587155963303,-29.357798165137616
96,Subnational,OpenAlex,2,2,true,KR.06,2013.0,1880,KR,85,62,218,245,23,23,147,-27,27,463,-14.361702127659575,12.23404255319149
97,Subnational,OpenAlex,2,2,true,IR.11,2011.0,200,IR,3,1,13,7,2,2,4,6,6,20,30.0,10.0
98,Subnational,OpenAlex,2,2,true,AT.03,2015.0,931,AT,99,67,62,21,32,32,166,41,41,83,44.038668098818476,34.371643394199786
99,Subnational,OpenAlex,2,2,true,FI.13,1984.0,79,FI,2,1,4,2,1,1,3,2,2,6,25.31645569620253,12.658227848101266
100,Subnational,OpenAlex,2,2,true,JO.15,2015.0,121,JO,5,4,5,7,1,1,9,-2,2,12,-16.52892561983471,8.264462809917354
101,Subnational,OpenAlex,2,2,true,US.DC,1952.0,256,US,3,3,8,8,0,0,6,0,0,16,0.0,0.0
102,Subnational,OpenAlex,2,2,true,GR.ESYE21,1995.0,398,GR,6,4,6,2,2,2,10,4,4,8,10.050251256281408,5.025125628140704
103,Subnational,OpenAlex,2,2,true,AU.01,2010.0,6514,AU,610,511,308,343,99,99,1121,-35,35,651,-5.3730426773104085,15.198035001535155
104,Subnational,OpenAlex,2,2,true,CL.07,2016.0,239,CL,25,22,13,10,3,3,47,3,3,23,12.552301255230125,12.552301255230125
105,Subnational,OpenAlex,2,2,true,ES.60,1993.0,1301,ES,36,36,35,19,0,0,72,16,16,54,12.298232129131437,0.0
106,Subnational,OpenAlex,2,2,true,RU.05,2018.0,284,RU,6,0,25,13,6,6,6,12,12,38,42.25352112676056,21.12676056338028
107,Subnational,OpenAlex,2,2,true,VN.09,2018.0,20,VN,0,1,4,2,-1,1,1,2,2,6,100.0,-50.0
108,Subnational,OpenAlex,2,2,true,RU.47,1994.0,1697,RU,31,84,32,56,-53,53,115,-24,24,88,-14.142604596346494,-31.231585150265175
109,Subnational,OpenAlex,2,2,true,PT.23,2000.0,47,PT,4,3,3,1,1,1,7,2,2,4,42.5531914893617,21.27659574468085
110,Subnational,OpenAlex,2,2,true,CN.33,1995.0,296,CN,10,7,8,3,3,3,17,5,5,11,16.89189189189189,10.135135135135135
111,Subnational,OpenAlex,2,2,true,AR.15,2010.0,362,AR,16,21,11,16,-5,5,37,-5,5,27,-13.812154696132596,-13.812154696132596
112,Subnational,OpenAlex,2,2,true,DK.18,2002.0,2226,DK,102,113,80,94,-11,11,215,-14,14,174,-6.289308176100629,-4.941599281221923
113,Subnational,OpenAlex,2,2,true,TH.22,2023.0,71,TH,3,1,2,1,2,2,4,1,1,3,14.084507042253522,28.169014084507044
114,Subnational,OpenAlex,2,2,true,KR.11,1987.0,835,KR,56,31,19,17,25,25,87,2,2,36,2.395209580838323,29.940119760479043
115,Subnational,OpenAlex,2,2,true,JP.01,1956.0,113,JP,0,1,1,2,-1,1,1,-1,1,3,-8.849557522123893,-8.849557522123893
116,Subnational,OpenAlex,2,2,true,RU.55,2007.0,50,RU,0,1,1,2,-1,1,1,-1,1,3,-20.0,-20.0
117,Subnational,OpenAlex,2,2,true,FR.76,1984.0,318,FR,8,8,8,8,0,0,16,0,0,16,0.0,0.0
118,Subnational,OpenAlex,2,2,true,NZ.F8,2019.0,21,NZ,2,0,2,2,2,2,2,0,0,4,0.0,95.23809523809524
119,Subnational,OpenAlex,2,2,true,CA.10,1972.0,1032,CA,25,28,6,9,-3,3,53,-3,3,15,-2.9069767441860463,-2.9069767441860463
120,Subnational,OpenAlex,2,2,true,RU.11,2005.0,105,RU,1,1,5,0,0,0,2,5,5,5,47.61904761904762,0.0
121,Subnational,OpenAlex,2,2,true,RU.86,1995.0,101,RU,0,1,3,0,-1,1,1,3,3,3,29.702970297029704,-9.900990099009901
122,Subnational,OpenAlex,2,2,true,KE.41,2015.0,20,KE,1,1,3,0,0,0,2,3,3,3,150.0,0.0
123,Subnational,OpenAlex,2,2,true,IR.36,2003.0,102,IR,4,3,3,0,1,1,7,3,3,3,29.41176470588235,9.803921568627452
124,Subnational,OpenAlex,2,2,true,PL.87,2023.0,170,PL,3,0,2,0,3,3,3,2,2,2,11.764705882352942,17.647058823529413
125,Subnational,OpenAlex,2,2,true,CH.VD,1968.0,48,CH,1,0,5,0,1,1,1,5,5,5,104.16666666666667,20.833333333333332
126,Subnational,OpenAlex,2,2,true,KE.41,2014.0,14,KE,2,0,3,0,2,2,2,3,3,3,214.28571428571428,142.85714285714286
127,Subnational,OpenAlex,2,2,true,NO.14,1992.0,63,NO,4,2,1,0,2,2,6,1,1,1,15.873015873015873,31.746031746031747
128,Subnational,OpenAlex,2,2,true,SI.52,2006.0,23,SI,2,0,2,0,2,2,2,2,2,2,86.95652173913044,86.95652173913044
129,Subnational,OpenAlex,2,2,true,CO.08,2010.0,21,CO,2,0,1,0,2,2,2,1,1,1,47.61904761904762,95.23809523809524
130,Subnational,OpenAlex,2,2,true,US.AL,1963.0,66,US,0,1,4,5,-1,1,1,-1,1,9,-15.151515151515152,-15.151515151515152
131,Subnational,OpenAlex,2,2,true,CM.07,2019.0,220,CM,7,4,23,4,3,3,11,19,19,27,86.36363636363636,13.636363636363637
132,Subnational,OpenAlex,2,2,true,NL.05,1992.0,667,NL,21,6,20,9,15,15,27,11,11,29,16.49175412293853,22.488755622188904
133,Subnational,OpenAlex,2,2,true,RU.05,2016.0,155,RU,2,0,11,10,2,2,2,1,1,21,6.451612903225806,12.903225806451612
134,Subnational,OpenAlex,2,2,true,DE.07,1959.0,111,DE,1,1,2,1,0,0,2,1,1,3,9.00900900900901,0.0
135,Subnational,OpenAlex,2,2,true,LB.09,2020.0,313,LB,65,53,7,16,12,12,118,-9,9,23,-28.75399361022364,38.33865814696485
136,Subnational,OpenAlex,2,2,true,CY.02,2017.0,82,CY,13,4,6,1,9,9,17,5,5,7,60.97560975609756,109.7560975609756
137,Subnational,OpenAlex,2,2,true,LV.32,2020.0,36,LV,2,0,1,2,2,2,2,-1,1,3,-27.77777777777778,55.55555555555556
138,Subnational,OpenAlex,2,2,true,MX.19,1997.0,247,MX,15,9,14,12,6,6,24,2,2,26,8.097165991902834,24.291497975708502
139,Subnational,OpenAlex,2,2,true,IL.01,1999.0,1722,IL,58,41,37,32,17,17,99,5,5,69,2.9036004645760745,9.872241579558652
140,Subnational,OpenAlex,2,2,true,UY.18,2019.0,159,UY,20,6,3,5,14,14,26,-2,2,8,-12.578616352201259,88.0503144654088
141,Subnational,OpenAlex,2,2,true,CO.28,2003.0,37,CO,4,2,2,1,2,2,6,1,1,3,27.027027027027028,54.054054054054056
142,Subnational,OpenAlex,2,2,true,DZ.38,2013.0,124,DZ,3,3,2,2,0,0,6,0,0,4,0.0,0.0
143,Subnational,OpenAlex,2,2,true,NL.04,1982.0,357,NL,3,6,6,11,-3,3,9,-5,5,17,-14.005602240896359,-8.403361344537815
144,Subnational,OpenAlex,2,2,true,RU.46,2012.0,122,RU,1,0,1,10,1,1,1,-9,9,11,-73.77049180327869,8.19672131147541
145,Subnational,OpenAlex,2,2,true,MX.31,2001.0,55,MX,1,0,3,2,1,1,1,1,1,5,18.181818181818183,18.181818181818183
146,Subnational,OpenAlex,2,2,true,LU.LU,2013.0,1117,LU,137,75,17,10,62,62,212,7,7,27,6.266786034019695,55.50581915846016
147,Subnational,OpenAlex,2,2,true,UA.10,2009.0,8,UA,0,1,3,1,-1,1,1,2,2,4,250.0,-125.0
148,Subnational,OpenAlex,2,2,true,AR.24,1994.0,156,AR,8,3,4,4,5,5,11,0,0,8,0.0,32.05128205128205
149,Subnational,OpenAlex,2,2,true,US.MS,1957.0,41,US,1,2,2,2,-1,1,3,0,0,4,0.0,-24.390243902439025
150,Subnational,OpenAlex,2,2,true,BH.17,2018.0,189,BH,20,19,1,2,1,1,39,-1,1,3,-5.291005291005291,5.291005291005291
151,Subnational,OpenAlex,2,2,true,NG.42,1994.0,177,NG,2,7,2,0,-5,5,9,2,2,2,11.299435028248588,-28.24858757062147
152,Subnational,OpenAlex,2,2,true,CH.JU,2005.0,115,CH,14,7,2,0,7,7,21,2,2,2,17.391304347826086,60.869565217391305
153,Subnational,OpenAlex,2,2,true,CM.09,2007.0,74,CM,3,1,1,0,2,2,4,1,1,1,13.513513513513514,27.027027027027028
154,Subnational,OpenAlex,2,2,true,MX.20,2003.0,38,MX,2,0,2,0,2,2,2,2,2,2,52.63157894736842,52.63157894736842
155,Subnational,OpenAlex,2,2,true,CU.14,2013.0,43,CU,3,4,1,0,-1,1,7,1,1,1,23.25581395348837,-23.25581395348837
156,Subnational,OpenAlex,2,2,true,CH.SH,2008.0,19,CH,5,1,1,0,4,4,6,1,1,1,52.63157894736842,210.52631578947367
157,Subnational,OpenAlex,2,2,true,EE.11,2014.0,1,EE,0,0,1,0,0,0,0,1,1,1,1000.0,0.0
158,Subnational,OpenAlex,2,2,true,IQ.08,2005.0,13,IQ,0,0,1,0,0,0,0,1,1,1,76.92307692307692,0.0
159,Subnational,OpenAlex,2,2,true,TH.26,2020.0,4,TH,0,0,1,0,0,0,0,1,1,1,250.0,0.0
160,Subnational,OpenAlex,2,2,true,NZ.F6,2009.0,7,NZ,0,0,1,0,0,0,0,1,1,1,142.85714285714286,0.0
161,Subnational,OpenAlex,2,2,true,DE.01,1944.0,7,DE,0,0,1,0,0,0,0,1,1,1,142.85714285714286,0.0
162,Subnational,OpenAlex,2,2,true,BF.06,2009.0,2,BF,0,0,1,0,0,0,0,1,1,1,500.0,0.0
163,Subnational,OpenAlex,2,2,true,US.AZ,1926.0,7,US,0,0,1,0,0,0,0,1,1,1,142.85714285714286,0.0
164,Subnational,OpenAlex,2,2,true,CZ.86,1991.0,4,CZ,0,0,1,0,0,0,0,1,1,1,250.0,0.0
165,Subnational,OpenAlex,2,2,true,IN.17,1982.0,4,IN,0,0,1,0,0,0,0,1,1,1,250.0,0.0
166,Subnational,OpenAlex,2,2,true,TH.44,2022.0,4,TH,0,0,1,1,0,0,0,0,0,2,0.0,0.0
167,Subnational,OpenAlex,2,2,true,US.AR,1928.0,22,US,0,0,2,1,0,0,0,1,1,3,45.45454545454545,0.0
168,Subnational,OpenAlex,2,2,true,UA.27,2013.0,49,UA,0,0,2,1,0,0,0,1,1,3,20.408163265306122,0.0
169,Subnational,OpenAlex,2,2,true,US.AZ,1942.0,15,US,0,0,1,1,0,0,0,0,0,2,0.0,0.0
170,Subnational,OpenAlex,2,2,true,US.PA,1943.0,144,US,0,0,7,1,0,0,0,6,6,8,41.666666666666664,0.0
171,Subnational,OpenAlex,2,2,true,ID.36,2010.0,36,ID,0,0,1,2,0,0,0,-1,1,3,-27.77777777777778,0.0
172,Subnational,OpenAlex,2,2,true,RO.19,2014.0,61,RO,0,0,2,4,0,0,0,-2,2,6,-32.78688524590164,0.0
173,Subnational,OpenAlex,2,2,true,JP.21,1964.0,40,JP,0,0,2,2,0,0,0,0,0,4,0.0,0.0
174,Subnational,OpenAlex,2,2,true,ID.02,2019.0,2705,ID,32,18,157,194,14,14,50,-37,37,351,-13.67837338262477,5.175600739371534
175,Subnational,OpenAlex,2,2,true,US.VA,2003.0,14214,US,413,425,1148,1052,-12,12,838,96,96,2200,6.75390460109751,-0.8442380751371887
176,Subnational,OpenAlex,2,2,true,IQ.02,2020.0,691,IQ,50,33,25,24,17,17,83,1,1,49,1.447178002894356,24.602026049204053
177,Subnational,OpenAlex,2,2,true,TR.68,2019.0,14125,TR,329,471,871,1100,-142,142,800,-229,229,1971,-16.212389380530972,-10.053097345132743
178,Subnational,OpenAlex,2,2,true,DE.04,2004.0,3555,DE,151,175,256,253,-24,24,326,3,3,509,0.8438818565400844,-6.751054852320675
179,Subnational,OpenAlex,2,2,true,JP.41,1994.0,600,JP,4,7,47,44,-3,3,11,3,3,91,5.0,-5.0
180,Subnational,OpenAlex,2,2,true,CA.02,2023.0,575,CA,34,76,17,15,-42,42,110,2,2,32,3.4782608695652173,-73.04347826086956
181,Subnational,OpenAlex,2,2,true,NZ.E8,2019.0,260,NZ,24,9,11,8,15,15,33,3,3,19,11.538461538461538,57.69230769230769
182,Subnational,OpenAlex,2,2,true,RU.71,2015.0,3900,RU,56,53,199,129,3,3,109,70,70,328,17.94871794871795,0.7692307692307693
183,Subnational,OpenAlex,2,2,true,KR.05,2010.0,1274,KR,66,26,136,119,40,40,92,17,17,255,13.343799058084773,31.39717425431711
184,Subnational,OpenAlex,2,2,true,MX.11,2021.0,1293,MX,52,64,36,47,-12,12,116,-11,11,83,-8.507347254447023,-9.280742459396752
185,Subnational,OpenAlex,2,2,true,EG.10,2020.0,1224,EG,68,53,106,112,15,15,121,-6,6,218,-4.901960784313726,12.254901960784315
186,Subnational,OpenAlex,2,2,true,PL.82,2007.0,2237,PL,36,43,50,58,-7,7,79,-8,8,108,-3.576218149307108,-3.129190880643719
187,Subnational,OpenAlex,2,2,true,IT.10,2017.0,3074,IT,47,73,148,176,-26,26,120,-28,28,324,-9.108653220559532,-8.458035133376708
188,Subnational,OpenAlex,2,2,true,PL.86,2002.0,2070,PL,56,50,56,75,6,6,106,-19,19,131,-9.178743961352657,2.898550724637681
189,Subnational,OpenAlex,2,2,true,BR.20,2016.0,1894,BR,26,13,186,173,13,13,39,13,13,359,6.863780359028511,6.863780359028511
190,Subnational,OpenAlex,2,2,true,DZ.19,2018.0,410,DZ,12,5,12,30,7,7,17,-18,18,42,-43.90243902439025,17.073170731707318
