row_number,project,authorship,backfill_years,min_pub_years,group_by_all,region,year,y_pop,country_iso_a2,in_y_flow_INT,out_y_flow_INT,in_y_flow_IN,out_y_flow_IN,net_y_flow_INT,abs_inout_INT,sum_inout_INT,net_y_flow_IN,abs_inout_IN,sum_inout_IN,nmr_IN,nmr_INT
6513,Subnational,OpenAlex,2,2,true,US.IA,2002.0,6259,US,165,170,380,454,-5,5,335,-74,74,834,-11.822974916120787,-0.7988496564946477
6514,Subnational,OpenAlex,2,2,true,JP.24,1981.0,1486,JP,12,25,79,133,-13,13,37,-54,54,212,-36.33916554508748,-8.748317631224765
6515,Subnational,OpenAlex,2,2,true,DE.10,2012.0,4522,DE,155,161,212,206,-6,6,316,6,6,418,1.3268465280849182,-1.3268465280849182
6516,Subnational,OpenAlex,2,2,true,AT.03,1999.0,168,AT,14,10,13,7,4,4,24,6,6,20,35.714285714285715,23.80952380952381
6517,Subnational,OpenAlex,2,2,true,CN.08,2002.0,3731,CN,113,34,263,231,79,79,147,32,32,494,8.576789064593942,21.173948003216296
6518,Subnational,OpenAlex,2,2,true,EC.19,2017.0,509,EC,75,17,12,7,58,58,92,5,5,19,9.82318271119843,113.94891944990177
6519,Subnational,OpenAlex,2,2,true,TR.44,2016.0,829,TR,11,6,70,70,5,5,17,0,0,140,0.0,6.031363088057901
6520,Subnational,OpenAlex,2,2,true,IN.18,2015.0,671,IN,20,12,48,51,8,8,32,-3,3,99,-4.470938897168406,11.922503725782414
6521,Subnational,OpenAlex,2,2,true,US.IA,1997.0,5488,US,141,181,340,412,-40,40,322,-72,72,752,-13.119533527696793,-7.288629737609329
6522,Subnational,OpenAlex,2,2,true,UA.03,2020.0,694,UA,13,19,28,16,-6,6,32,12,12,44,17.29106628242075,-8.645533141210375
6523,Subnational,OpenAlex,2,2,true,MX.10,2018.0,339,MX,15,10,22,19,5,5,25,3,3,41,8.849557522123893,14.749262536873156
6524,Subnational,OpenAlex,2,2,true,RU.71,2016.0,4227,RU,68,56,204,184,12,12,124,20,20,388,4.731488052992666,2.8388928317956
6525,Subnational,OpenAlex,2,2,true,IN.28,2008.0,7574,IN,217,347,240,229,-130,130,564,11,11,469,1.4523369421705836,-17.16398204383417
6526,Subnational,OpenAlex,2,2,true,DE.05,1964.0,194,DE,3,1,7,3,2,2,4,4,4,10,20.61855670103093,10.309278350515465
6527,Subnational,OpenAlex,2,2,true,IN.07,1980.0,1125,IN,19,17,40,36,2,2,36,4,4,76,3.5555555555555554,1.7777777777777777
6528,Subnational,OpenAlex,2,2,true,RU.48,2001.0,20970,RU,367,525,375,436,-158,158,892,-61,61,811,-2.9089175011921795,-7.534573199809251
6529,Subnational,OpenAlex,2,2,true,TR.45,2002.0,274,TR,3,1,16,8,2,2,4,8,8,24,29.197080291970803,7.299270072992701
6530,Subnational,OpenAlex,2,2,true,US.MA,1963.0,1988,US,18,25,94,86,-7,7,43,8,8,180,4.0241448692152915,-3.5211267605633805
6531,Subnational,OpenAlex,2,2,true,ES.52,2005.0,2618,ES,79,63,108,108,16,16,142,0,0,216,0.0,6.111535523300229
6532,Subnational,OpenAlex,2,2,true,JP.32,1955.0,152,JP,0,1,3,2,-1,1,1,1,1,5,6.578947368421052,-6.578947368421052
6533,Subnational,OpenAlex,2,2,true,CN.18,2010.0,2862,CN,48,26,645,579,22,22,74,66,66,1224,23.060796645702307,7.686932215234102
6534,Subnational,OpenAlex,2,2,true,BR.08,2012.0,1824,BR,34,27,186,133,7,7,61,53,53,319,29.05701754385965,3.837719298245614
6535,Subnational,OpenAlex,2,2,true,CH.AG,2000.0,737,CH,55,47,36,18,8,8,102,18,18,54,24.423337856173678,10.854816824966079
6536,Subnational,OpenAlex,2,2,true,DE.05,2010.0,13207,DE,558,583,671,680,-25,25,1141,-9,9,1351,-0.6814568032104187,-1.8929355644733854
6537,Subnational,OpenAlex,2,2,true,ZA.02,2005.0,1104,ZA,64,21,25,14,43,43,85,11,11,39,9.96376811594203,38.94927536231884
6538,Subnational,OpenAlex,2,2,true,IN.22,2016.0,2268,IN,42,44,115,138,-2,2,86,-23,23,253,-10.141093474426809,-0.8818342151675485
6539,Subnational,OpenAlex,2,2,true,CN.29,2019.0,6412,CN,130,115,898,811,15,15,245,87,87,1709,13.568309419837805,2.3393636930754833
6540,Subnational,OpenAlex,2,2,true,FR.27,1984.0,58,FR,1,0,1,2,1,1,1,-1,1,3,-17.24137931034483,17.24137931034483
6541,Subnational,OpenAlex,2,2,true,UA.09,2022.0,92,UA,0,2,6,5,-2,2,2,1,1,11,10.869565217391305,-21.73913043478261
6542,Subnational,OpenAlex,2,2,true,FI.01,2003.0,6607,FI,227,224,133,126,3,3,451,7,7,259,1.0594823671863176,0.4540638716512789
6543,Subnational,OpenAlex,2,2,true,ID.37,2015.0,1098,ID,18,7,44,20,11,11,25,24,24,64,21.85792349726776,10.018214936247723
6544,Subnational,OpenAlex,2,2,true,US.VT,1983.0,275,US,6,4,25,21,2,2,10,4,4,46,14.545454545454545,7.2727272727272725
6545,Subnational,OpenAlex,2,2,true,CA.01,1985.0,1826,CA,107,90,32,29,17,17,197,3,3,61,1.642935377875137,9.309967141292443
6546,Subnational,OpenAlex,2,2,true,AU.04,1999.0,5286,AU,386,397,133,132,-11,11,783,1,1,265,0.18917896329928113,-2.0809685962920925
6547,Subnational,OpenAlex,2,2,true,BR.02,2005.0,271,BR,3,7,23,20,-4,4,10,3,3,43,11.07011070110701,-14.760147601476016
6548,Subnational,OpenAlex,2,2,true,ES.52,1997.0,1287,ES,33,37,53,46,-4,4,70,7,7,99,5.439005439005439,-3.108003108003108
6549,Subnational,OpenAlex,2,2,true,TH.27,2021.0,738,TH,13,6,24,31,7,7,19,-7,7,55,-9.48509485094851,9.48509485094851
6550,Subnational,OpenAlex,2,2,true,CZ.89,2020.0,217,CZ,10,10,22,10,0,0,20,12,12,32,55.29953917050691,0.0
6551,Subnational,OpenAlex,2,2,true,IT.13,2015.0,6414,IT,110,137,404,340,-27,27,247,64,64,744,9.978172747115684,-4.209541627689429
6552,Subnational,OpenAlex,2,2,true,US.IL,1994.0,14056,US,482,639,1058,1167,-157,157,1121,-109,109,2225,-7.754695503699487,-11.169607285145133
6553,Subnational,OpenAlex,2,2,true,EG.14,2012.0,1287,EG,50,37,51,32,13,13,87,19,19,83,14.763014763014763,10.1010101010101
6554,Subnational,OpenAlex,2,2,true,BR.23,2010.0,15510,BR,274,272,621,734,2,2,546,-113,113,1355,-7.2856221792392,0.1289490651192779
6555,Subnational,OpenAlex,2,2,true,JP.43,1983.0,184,JP,1,2,13,10,-1,1,3,3,3,23,16.304347826086957,-5.434782608695652
6556,Subnational,OpenAlex,2,2,true,RU.22,2011.0,113,RU,1,0,2,5,1,1,1,-3,3,7,-26.548672566371682,8.849557522123893
6557,Subnational,OpenAlex,2,2,true,TR.17,2012.0,545,TR,11,6,54,42,5,5,17,12,12,96,22.01834862385321,9.174311926605505
6558,Subnational,OpenAlex,2,2,true,RU.24,2017.0,46,RU,1,0,4,1,1,1,1,3,3,5,65.21739130434783,21.73913043478261
6559,Subnational,OpenAlex,2,2,true,CA.03,1989.0,1192,CA,66,52,21,37,14,14,118,-16,16,58,-13.422818791946309,11.74496644295302
6560,Subnational,OpenAlex,2,2,true,RO.27,2014.0,555,RO,18,7,9,4,11,11,25,5,5,13,9.00900900900901,19.81981981981982
6561,Subnational,OpenAlex,2,2,true,FI.02,2003.0,2200,FI,65,55,49,60,10,10,120,-11,11,109,-5.0,4.545454545454546
6562,Subnational,OpenAlex,2,2,true,MY.16,2019.0,895,MY,42,33,65,29,9,9,75,36,36,94,40.22346368715084,10.05586592178771
6563,Subnational,OpenAlex,2,2,true,PK.03,2005.0,281,PK,21,17,7,9,4,4,38,-2,2,16,-7.117437722419929,14.234875444839858
6564,Subnational,OpenAlex,2,2,true,PL.85,2019.0,1658,PL,17,12,68,66,5,5,29,2,2,134,1.2062726176115801,3.0156815440289506
6565,Subnational,OpenAlex,2,2,true,MY.06,2015.0,821,MY,39,22,63,33,17,17,61,30,30,96,36.54080389768575,20.706455542021924
6566,Subnational,OpenAlex,2,2,true,AT.04,2007.0,880,AT,56,58,18,16,-2,2,114,2,2,34,2.272727272727273,-2.272727272727273
6567,Subnational,OpenAlex,2,2,true,JP.32,1973.0,1604,JP,12,12,68,80,0,0,24,-12,12,148,-7.4812967581047385,0.0
6568,Subnational,OpenAlex,2,2,true,NO.01,2018.0,1895,NO,96,111,83,111,-15,15,207,-28,28,194,-14.775725593667547,-7.915567282321899
6569,Subnational,OpenAlex,2,2,true,MX.12,2018.0,344,MX,18,17,18,10,1,1,35,8,8,28,23.25581395348837,2.9069767441860463
6570,Subnational,OpenAlex,2,2,true,PL.78,2004.0,8228,PL,179,189,224,265,-10,10,368,-41,41,489,-4.982984929508993,-1.215362177929023
6571,Subnational,OpenAlex,2,2,true,BG.38,2013.0,90,BG,6,6,2,2,0,0,12,0,0,4,0.0,0.0
6572,Subnational,OpenAlex,2,2,true,SE.08,2019.0,426,SE,14,12,35,19,2,2,26,16,16,54,37.55868544600939,4.694835680751174
6573,Subnational,OpenAlex,2,2,true,JP.10,1978.0,222,JP,2,4,17,20,-2,2,6,-3,3,37,-13.513513513513514,-9.00900900900901
6574,Subnational,OpenAlex,2,2,true,NL.03,1996.0,3861,NL,65,79,73,66,-14,14,144,7,7,139,1.813001813001813,-3.626003626003626
6575,Subnational,OpenAlex,2,2,true,NL.09,2013.0,9468,NL,290,368,402,436,-78,78,658,-34,34,838,-3.5910435149978874,-8.238276299112801
6576,Subnational,OpenAlex,2,2,true,RO.05,2010.0,187,RO,5,3,3,9,2,2,8,-6,6,12,-32.0855614973262,10.695187165775401
6577,Subnational,OpenAlex,2,2,true,NG.16,2012.0,1018,NG,24,19,33,30,5,5,43,3,3,63,2.9469548133595285,4.911591355599215
6578,Subnational,OpenAlex,2,2,true,JO.17,2015.0,412,JO,18,15,12,13,3,3,33,-1,1,25,-2.4271844660194173,7.281553398058253
6579,Subnational,OpenAlex,2,2,true,US.NY,1952.0,1065,US,6,4,36,44,2,2,10,-8,8,80,-7.511737089201878,1.8779342723004695
6580,Subnational,OpenAlex,2,2,true,SA.10,2020.0,11817,SA,630,476,243,197,154,154,1106,46,46,440,3.8926969620038925,13.032072438013032
6581,Subnational,OpenAlex,2,2,true,IN.09,1980.0,277,IN,4,4,5,5,0,0,8,0,0,10,0.0,0.0
6582,Subnational,OpenAlex,2,2,true,NG.42,2018.0,1752,NG,28,49,90,87,-21,21,77,3,3,177,1.7123287671232876,-11.986301369863014
6583,Subnational,OpenAlex,2,2,true,IL.04,1998.0,2734,IL,91,86,45,35,5,5,177,10,10,80,3.6576444769568397,1.8288222384784198
6584,Subnational,OpenAlex,2,2,true,IN.11,1995.0,129,IN,6,2,8,4,4,4,8,4,4,12,31.007751937984494,31.007751937984494
6585,Subnational,OpenAlex,2,2,true,AT.09,2009.0,11767,AT,638,702,124,118,-64,64,1340,6,6,242,0.5099005693889691,-5.438939406815671
6586,Subnational,OpenAlex,2,2,true,IR.05,2006.0,57,IR,1,1,2,1,0,0,2,1,1,3,17.54385964912281,0.0
6587,Subnational,OpenAlex,2,2,true,AU.03,2002.0,191,AU,14,16,13,20,-2,2,30,-7,7,33,-36.64921465968586,-10.471204188481675
6588,Subnational,OpenAlex,2,2,true,HU.08,2018.0,68,HU,7,9,11,11,-2,2,16,0,0,22,0.0,-29.41176470588235
6589,Subnational,OpenAlex,2,2,true,TH.02,2022.0,1569,TH,27,18,36,22,9,9,45,14,14,58,8.922880815806247,5.736137667304015
6590,Subnational,OpenAlex,2,2,true,JP.02,1990.0,370,JP,2,6,44,44,-4,4,8,0,0,88,0.0,-10.81081081081081
6591,Subnational,OpenAlex,2,2,true,IL.WE,2017.0,489,IL,15,6,31,7,9,9,21,24,24,38,49.079754601226995,18.404907975460123
6592,Subnational,OpenAlex,2,2,true,IL.04,1975.0,496,IL,21,20,3,7,1,1,41,-4,4,10,-8.064516129032258,2.0161290322580645
6593,Subnational,OpenAlex,2,2,true,CA.11,2018.0,3467,CA,206,237,126,129,-31,31,443,-3,3,255,-0.8653014133256418,-8.941447937698298
6594,Subnational,OpenAlex,2,2,true,IL.02,2020.0,4797,IL,195,185,188,209,10,10,380,-21,21,397,-4.377736085053158,2.0846362309776945
6595,Subnational,OpenAlex,2,2,true,KR.19,1992.0,748,KR,33,21,30,22,12,12,54,8,8,52,10.695187165775401,16.0427807486631
6596,Subnational,OpenAlex,2,2,true,LV.31,2019.0,25,LV,0,1,1,1,-1,1,1,0,0,2,0.0,-40.0
6597,Subnational,OpenAlex,2,2,true,TR.46,2006.0,231,TR,7,4,11,5,3,3,11,6,6,16,25.974025974025974,12.987012987012987
6598,Subnational,OpenAlex,2,2,true,JP.13,1980.0,648,JP,4,4,34,37,0,0,8,-3,3,71,-4.62962962962963,0.0
6599,Subnational,OpenAlex,2,2,true,MX.07,2001.0,85,MX,4,4,3,3,0,0,8,0,0,6,0.0,0.0
6600,Subnational,OpenAlex,2,2,true,NG.44,2016.0,20,NG,1,0,1,2,1,1,1,-1,1,3,-50.0,50.0
6601,Subnational,OpenAlex,2,2,true,BY.04,2012.0,2600,BY,111,123,12,6,-12,12,234,6,6,18,2.3076923076923075,-4.615384615384615
6602,Subnational,OpenAlex,2,2,true,KR.18,1992.0,136,KR,7,1,5,6,6,6,8,-1,1,11,-7.352941176470588,44.11764705882353
6603,Subnational,OpenAlex,2,2,true,RU.21,2011.0,487,RU,10,9,13,7,1,1,19,6,6,20,12.320328542094456,2.0533880903490758
6604,Subnational,OpenAlex,2,2,true,TR.16,2000.0,334,TR,5,2,8,12,3,3,7,-4,4,20,-11.976047904191617,8.982035928143713
6605,Subnational,OpenAlex,2,2,true,NO.17,2012.0,66,NO,0,1,6,3,-1,1,1,3,3,9,45.45454545454545,-15.151515151515152
6606,Subnational,OpenAlex,2,2,true,AT.03,1998.0,143,AT,13,7,6,5,6,6,20,1,1,11,6.993006993006993,41.95804195804196
6607,Subnational,OpenAlex,2,2,true,LB.06,2018.0,16,LB,3,1,3,1,2,2,4,2,2,4,125.0,125.0
6608,Subnational,OpenAlex,2,2,true,BR.07,1993.0,295,BR,12,8,14,15,4,4,20,-1,1,29,-3.389830508474576,13.559322033898304
6609,Subnational,OpenAlex,2,2,true,MX.03,2002.0,41,MX,5,0,2,1,5,5,5,1,1,3,24.390243902439025,121.95121951219512
6610,Subnational,OpenAlex,2,2,true,TN.30,2018.0,87,TN,3,4,8,16,-1,1,7,-8,8,24,-91.95402298850574,-11.494252873563218
6611,Subnational,OpenAlex,2,2,true,BE.VLG,2022.0,11754,BE,672,743,83,91,-71,71,1415,-8,8,174,-0.680619363620895,-6.040496852135443
6612,Subnational,OpenAlex,2,2,true,KR.13,2002.0,1129,KR,57,58,114,93,-1,1,115,21,21,207,18.600531443755536,-0.8857395925597874
6613,Subnational,OpenAlex,2,2,true,TW.01,2013.0,33,TW,1,0,4,1,1,1,1,3,3,5,90.9090909090909,30.303030303030305
6614,Subnational,OpenAlex,2,2,true,GB.SCT,1961.0,345,GB,10,14,4,2,-4,4,24,2,2,6,5.797101449275362,-11.594202898550725
6615,Subnational,OpenAlex,2,2,true,SA.06,2009.0,1151,SA,94,75,12,19,19,19,169,-7,7,31,-6.081668114682884,16.507384882710685
6616,Subnational,OpenAlex,2,2,true,NZ.G2,1995.0,371,NZ,26,22,8,2,4,4,48,6,6,10,16.172506738544474,10.78167115902965
6617,Subnational,OpenAlex,2,2,true,SA.15,2013.0,46,SA,5,0,1,0,5,5,5,1,1,1,21.73913043478261,108.69565217391305
6618,Subnational,OpenAlex,2,2,true,IN.40,1969.0,90,IN,2,2,1,0,0,0,4,1,1,1,11.11111111111111,0.0
6619,Subnational,OpenAlex,2,2,true,MX.26,2003.0,329,MX,15,12,9,0,3,3,27,9,9,9,27.35562310030395,9.118541033434651
6620,Subnational,OpenAlex,2,2,true,GB.WLS,1957.0,41,GB,0,2,1,0,-2,2,2,1,1,1,24.390243902439025,-48.78048780487805
6621,Subnational,OpenAlex,2,2,true,BY.03,2001.0,36,BY,0,1,2,0,-1,1,1,2,2,2,55.55555555555556,-27.77777777777778
6622,Subnational,OpenAlex,2,2,true,KZ.06,2022.0,14,KZ,0,1,2,0,-1,1,1,2,2,2,142.85714285714286,-71.42857142857143
6623,Subnational,OpenAlex,2,2,true,FR.94,2022.0,85,FR,3,1,6,0,2,2,4,6,6,6,70.58823529411765,23.529411764705884
6624,Subnational,OpenAlex,2,2,true,IT.16,1973.0,138,IT,2,1,3,2,1,1,3,1,1,5,7.246376811594203,7.246376811594203
6625,Subnational,OpenAlex,2,2,true,NG.49,2003.0,217,NG,7,5,3,9,2,2,12,-6,6,12,-27.649769585253456,9.216589861751151
6626,Subnational,OpenAlex,2,2,true,EG.20,2002.0,47,EG,0,1,2,1,-1,1,1,1,1,3,21.27659574468085,-21.27659574468085
6627,Subnational,OpenAlex,2,2,true,DE.13,1982.0,167,DE,1,4,2,2,-3,3,5,0,0,4,0.0,-17.964071856287426
6628,Subnational,OpenAlex,2,2,true,MX.20,2002.0,32,MX,3,0,1,2,3,3,3,-1,1,3,-31.25,93.75
6629,Subnational,OpenAlex,2,2,true,US.WY,2023.0,35,US,3,0,2,3,3,3,3,-1,1,5,-28.571428571428573,85.71428571428571
6630,Subnational,OpenAlex,2,2,true,BF.09,2007.0,89,BF,9,7,2,3,2,2,16,-1,1,5,-11.235955056179776,22.471910112359552
6631,Subnational,OpenAlex,2,2,true,TN.16,2000.0,290,TN,12,4,2,2,8,8,16,0,0,4,0.0,27.586206896551722
6632,Subnational,OpenAlex,2,2,true,AR.19,2003.0,281,AR,12,8,6,4,4,4,20,2,2,10,7.117437722419929,14.234875444839858
6633,Subnational,OpenAlex,2,2,true,EG.11,1986.0,451,EG,9,15,1,3,-6,6,24,-2,2,4,-4.434589800443459,-13.303769401330378
6634,Subnational,OpenAlex,2,2,true,CH.FR,1990.0,110,CH,3,4,3,1,-1,1,7,2,2,4,18.181818181818183,-9.090909090909092
6635,Subnational,OpenAlex,2,2,true,CA.10,1977.0,1474,CA,66,41,10,15,25,25,107,-5,5,25,-3.3921302578018997,16.960651289009498
6636,Subnational,OpenAlex,2,2,true,JO.18,2005.0,525,JO,28,33,6,7,-5,5,61,-1,1,13,-1.9047619047619047,-9.523809523809524
6637,Subnational,OpenAlex,2,2,true,ZM.09,2014.0,575,ZM,49,41,1,3,8,8,90,-2,2,4,-3.4782608695652173,13.91304347826087
6638,Subnational,OpenAlex,2,2,true,ZA.07,2009.0,15,ZA,1,0,1,2,1,1,1,-1,1,3,-66.66666666666667,66.66666666666667
6639,Subnational,OpenAlex,2,2,true,SE.27,1965.0,129,SE,2,2,2,3,0,0,4,-1,1,5,-7.751937984496124,0.0
6640,Subnational,OpenAlex,2,2,true,PH.14,2021.0,40,PH,4,3,1,2,1,1,7,-1,1,3,-25.0,25.0
6641,Subnational,OpenAlex,2,2,true,SK.08,2007.0,136,SK,7,7,4,1,0,0,14,3,3,5,22.058823529411764,0.0
6642,Subnational,OpenAlex,2,2,true,SE.23,1979.0,224,SE,1,2,4,5,-1,1,3,-1,1,9,-4.464285714285714,-4.464285714285714
6643,Subnational,OpenAlex,2,2,true,US.NC,1945.0,71,US,1,2,3,6,-1,1,3,-3,3,9,-42.25352112676056,-14.084507042253522
6644,Subnational,OpenAlex,2,2,true,LV.25,2008.0,1227,LV,48,48,2,2,0,0,96,0,0,4,0.0,0.0
6645,Subnational,OpenAlex,2,2,true,SA.02,2016.0,91,SA,16,7,2,3,9,9,23,-1,1,5,-10.989010989010989,98.9010989010989
6646,Subnational,OpenAlex,2,2,true,RU.47,1981.0,223,RU,1,5,12,5,-4,4,6,7,7,17,31.390134529147982,-17.937219730941703
6647,Subnational,OpenAlex,2,2,true,IQ.06,2014.0,137,IQ,8,6,1,2,2,2,14,-1,1,3,-7.299270072992701,14.598540145985401
6648,Subnational,OpenAlex,2,2,true,ZM.09,2015.0,679,ZM,43,40,4,0,3,3,83,4,4,4,5.891016200294551,4.418262150220913
6649,Subnational,OpenAlex,2,2,true,NG.37,1980.0,46,NG,2,0,2,0,2,2,2,2,2,2,43.47826086956522,43.47826086956522
6650,Subnational,OpenAlex,2,2,true,MM.08,2008.0,11,MM,2,2,1,0,0,0,4,1,1,1,90.9090909090909,0.0
6651,Subnational,OpenAlex,2,2,true,LU.ES,1998.0,40,LU,5,2,2,0,3,3,7,2,2,2,50.0,75.0
6652,Subnational,OpenAlex,2,2,true,MG.41,2018.0,21,MG,1,1,2,0,0,0,2,2,2,2,95.23809523809524,0.0
6653,Subnational,OpenAlex,2,2,true,NO.13,2023.0,12,NO,1,0,1,0,1,1,1,1,1,1,83.33333333333333,83.33333333333333
6654,Subnational,OpenAlex,2,2,true,MY.04,1998.0,16,MY,2,0,1,0,2,2,2,1,1,1,62.5,125.0
6655,Subnational,OpenAlex,2,2,true,NZ.F9,2010.0,10,NZ,0,4,2,0,-4,4,4,2,2,2,200.0,-400.0
6656,Subnational,OpenAlex,2,2,true,IN.38,1971.0,14,IN,1,1,1,0,0,0,2,1,1,1,71.42857142857143,0.0
6657,Subnational,OpenAlex,2,2,true,CY.05,2008.0,50,CY,12,2,7,0,10,10,14,7,7,7,140.0,200.0
6658,Subnational,OpenAlex,2,2,true,DE.10,1948.0,10,DE,0,0,1,0,0,0,0,1,1,1,100.0,0.0
6659,Subnational,OpenAlex,2,2,true,CA.07,1931.0,2,CA,0,0,1,0,0,0,0,1,1,1,500.0,0.0
6660,Subnational,OpenAlex,2,2,true,AZ.08,2009.0,3,AZ,0,0,1,0,0,0,0,1,1,1,333.3333333333333,0.0
6661,Subnational,OpenAlex,2,2,true,RU.78,2001.0,42,RU,0,0,2,0,0,0,0,2,2,2,47.61904761904762,0.0
6662,Subnational,OpenAlex,2,2,true,US.AL,1950.0,15,US,0,0,1,0,0,0,0,1,1,1,66.66666666666667,0.0
6663,Subnational,OpenAlex,2,2,true,PE.08,2000.0,12,PE,0,0,1,0,0,0,0,1,1,1,83.33333333333333,0.0
6664,Subnational,OpenAlex,2,2,true,TH.20,2019.0,73,TH,0,0,11,3,0,0,0,8,8,14,109.58904109589041,0.0
6665,Subnational,OpenAlex,2,2,true,US.CO,1955.0,69,US,0,0,8,3,0,0,0,5,5,11,72.46376811594203,0.0
6666,Subnational,OpenAlex,2,2,true,JP.20,1975.0,12,JP,0,0,1,1,0,0,0,0,0,2,0.0,0.0
6667,Subnational,OpenAlex,2,2,true,AR.07,1962.0,27,AR,0,0,1,0,0,0,0,1,1,1,37.03703703703704,0.0
6668,Subnational,OpenAlex,2,2,true,US.TN,1945.0,32,US,0,0,5,0,0,0,0,5,5,5,156.25,0.0
6669,Subnational,OpenAlex,2,2,true,JP.40,1952.0,288,JP,0,0,1,0,0,0,0,1,1,1,3.4722222222222223,0.0
6670,Subnational,OpenAlex,2,2,true,IR.16,2004.0,34,IR,0,0,1,0,0,0,0,1,1,1,29.41176470588235,0.0
6671,Subnational,OpenAlex,2,2,true,US.IA,1924.0,41,US,0,0,3,1,0,0,0,2,2,4,48.78048780487805,0.0
6672,Subnational,OpenAlex,2,2,true,RU.17,2006.0,145,RU,0,0,4,3,0,0,0,1,1,7,6.896551724137931,0.0
6673,Subnational,OpenAlex,2,2,true,NG.21,2012.0,286,NG,9,2,10,6,7,7,11,4,4,16,13.986013986013987,24.475524475524477
6674,Subnational,OpenAlex,2,2,true,US.CT,2008.0,10962,US,386,468,787,892,-82,82,854,-105,105,1679,-9.578544061302683,-7.480386790731618
6675,Subnational,OpenAlex,2,2,true,RO.19,2016.0,50,RO,0,2,3,1,-2,2,2,2,2,4,40.0,-40.0
6676,Subnational,OpenAlex,2,2,true,US.GA,2008.0,15296,US,633,649,1146,1115,-16,16,1282,31,31,2261,2.026673640167364,-1.0460251046025104
6677,Subnational,OpenAlex,2,2,true,FR.44,1998.0,3166,FR,109,80,204,195,29,29,189,9,9,399,2.8427037271004423,9.15982312065698
6678,Subnational,OpenAlex,2,2,true,EG.18,2016.0,673,EG,33,21,42,32,12,12,54,10,10,74,14.85884101040119,17.830609212481427
6679,Subnational,OpenAlex,2,2,true,RU.37,2022.0,88,RU,1,3,14,9,-2,2,4,5,5,23,56.81818181818182,-22.727272727272727
6680,Subnational,OpenAlex,2,2,true,US.MA,2022.0,32857,US,1593,1412,1850,1918,181,181,3005,-68,68,3768,-2.0695742155400674,5.508719603128709
6681,Subnational,OpenAlex,2,2,true,JP.11,1998.0,3040,JP,44,66,288,313,-22,22,110,-25,25,601,-8.223684210526315,-7.2368421052631575
6682,Subnational,OpenAlex,2,2,true,DK.18,1974.0,193,DK,8,5,2,2,3,3,13,0,0,4,0.0,15.544041450777202
6683,Subnational,OpenAlex,2,2,true,TR.35,2015.0,5818,TR,71,70,308,300,1,1,141,8,8,608,1.3750429700928155,0.17188037126160194
6684,Subnational,OpenAlex,2,2,true,US.CA,1981.0,13943,US,314,292,742,818,22,22,606,-76,76,1560,-5.450763824141146,1.577852685935595
6685,Subnational,OpenAlex,2,2,true,JP.39,2005.0,1925,JP,28,39,181,167,-11,11,67,14,14,348,7.2727272727272725,-5.714285714285714
6686,Subnational,OpenAlex,2,2,true,US.IA,1955.0,172,US,2,2,2,6,0,0,4,-4,4,8,-23.25581395348837,0.0
6687,Subnational,OpenAlex,2,2,true,NG.37,2015.0,771,NG,7,11,17,30,-4,4,18,-13,13,47,-16.861219195849547,-5.188067444876784
6688,Subnational,OpenAlex,2,2,true,CN.32,2001.0,2791,CN,79,41,139,114,38,38,120,25,25,253,8.957362952346829,13.61519168756718
6689,Subnational,OpenAlex,2,2,true,AR.05,2010.0,2487,AR,114,119,47,39,-5,5,233,8,8,86,3.216726980297547,-2.0104543626859672
6690,Subnational,OpenAlex,2,2,true,JP.05,2008.0,1409,JP,18,31,191,145,-13,13,49,46,46,336,32.64726756564939,-9.226401703335698
6691,Subnational,OpenAlex,2,2,true,US.VA,1997.0,10882,US,267,285,841,742,-18,18,552,99,99,1583,9.097592354346627,-1.654107700790296
6692,Subnational,OpenAlex,2,2,true,RU.53,2009.0,4972,RU,96,117,213,169,-21,21,213,44,44,382,8.849557522123893,-4.223652453740949
6693,Subnational,OpenAlex,2,2,true,NL.15,2002.0,1257,NL,62,46,65,41,16,16,108,24,24,106,19.09307875894988,12.728719172633253
6694,Subnational,OpenAlex,2,2,true,JP.40,1995.0,34615,JP,539,562,1967,2073,-23,23,1101,-106,106,4040,-3.0622562472916366,-0.6644518272425249
6695,Subnational,OpenAlex,2,2,true,SE.26,1987.0,2230,SE,59,58,35,35,1,1,117,0,0,70,0.0,0.4484304932735426
6696,Subnational,OpenAlex,2,2,true,CZ.86,2019.0,508,CZ,7,15,29,36,-8,8,22,-7,7,65,-13.779527559055119,-15.748031496062993
6697,Subnational,OpenAlex,2,2,true,TH.75,2008.0,98,TH,0,2,5,2,-2,2,2,3,3,7,30.612244897959183,-20.408163265306122
6698,Subnational,OpenAlex,2,2,true,GR.ESYE23,2012.0,2223,GR,41,65,75,79,-24,24,106,-4,4,154,-1.799370220422852,-10.796221322537113
6699,Subnational,OpenAlex,2,2,true,BR.15,2012.0,17847,BR,352,260,1367,1339,92,92,612,28,28,2706,1.568891130161932,5.15492799910349
6700,Subnational,OpenAlex,2,2,true,US.OR,1988.0,1928,US,48,65,114,152,-17,17,113,-38,38,266,-19.70954356846473,-8.817427385892117
6701,Subnational,OpenAlex,2,2,true,JP.24,1998.0,4994,JP,113,119,444,464,-6,6,232,-20,20,908,-4.004805766920304,-1.2014417300760913
6702,Subnational,OpenAlex,2,2,true,FR.93,2010.0,9902,FR,379,337,641,522,42,42,716,119,119,1163,12.017774187032922,4.241567360129267
